OSHPD_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
206420552,LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,050000038,Distinct Part Facility,216 NORTH THIRD STREET,LOMPOC,93436,42,SANTA BARBARA,None,110,Open,1975-08-22,Hospital,General Acute Care Hospital,34.64076000,-120.44507000
206420607,CASA DORINDA,050000112,Parent Facility,300 HOT SPRINGS ROAD,SANTA BARBARA,93108,42,SANTA BARBARA,Not Applicable,52,Open,1975-05-23,Long Term Care Facility,Skilled Nursing Facility,34.42828000,-119.63815100
206420901,BUENA VISTA CARE CENTER - SANTA BARBARA,050000244,Parent Facility,160 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,42,SANTA BARBARA,Not Applicable,150,Open,1967-11-10,Long Term Care Facility,Skilled Nursing Facility,34.43843900,-119.80896500
206421102,ALTO LUCERO TRANSITIONAL CARE,050000100,Parent Facility,3880 VIA LUCERO,SANTA BARBARA,93110,42,SANTA BARBARA,Not Applicable,156,Open,1962-11-09,Long Term Care Facility,Skilled Nursing Facility,34.44260000,-119.74993100
206421162,VILLA MARIA HEALTHCARE CENTER - SANTA MARIA,050000106,Parent Facility,425 EAST BARCELLUS AVENUE,SANTA MARIA,93454,42,SANTA BARBARA,Not Applicable,81,Open,1967-10-23,Long Term Care Facility,Skilled Nursing Facility,34.93671000,-120.43077000
206424027,SERENITY HOUSE,050000370,Parent Facility,930 MIRAMONTE DRIVE,SANTA BARBARA,93109,42,SANTA BARBARA,Not Applicable,18,Open,1994-06-08,Hospice Facility,Hospice Facility,34.41089000,-119.71198000
206424054,LOMPOC SKILLED NURSING & REHABILITATION CENTER,050000567,Parent Facility,1428 W. NORTH AVENUE,LOMPOC,93436,42,SANTA BARBARA,Not Applicable,120,Open,2002-03-07,Long Term Care Facility,Skilled Nursing Facility,34.65344800,-120.47568700
206424112,LA VENTANA TREATMENT PROGRAMS,550003424,Parent Facility,1175 LA VISTA ROAD,SANTA BARBARA,93110,42,SANTA BARBARA,Not Applicable,6,Open,2016-03-04,Long Term Care Facility,Congregate Living Health Facility,34.46137000,-119.74940000
206430716,CANYON SPRINGS POST-ACUTE,070000011,Parent Facility,180 NORTH JACKSON AVENUE,SAN JOSE,95116,43,SANTA CLARA,Not Applicable,199,Open,1969-06-12,Long Term Care Facility,Skilled Nursing Facility,37.36235000,-121.84730000
206430720,STONEBROOK HEALTH AND REHABILITATION,070000013,Parent Facility,350 DE SOTO DRIVE,LOS GATOS,95032,43,SANTA CLARA,Not Applicable,73,Open,1967-09-01,Long Term Care Facility,Skilled Nursing Facility,37.24524000,-121.94691000
206430721,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,220000403,Parent Facility,809 FREMONT AVENUE,LOS ALTOS,94024,43,SANTA CLARA,Not Applicable,152,Open,1969-10-19,Long Term Care Facility,Skilled Nursing Facility,37.35675700,-122.09223800
206430723,WOODLANDS HEALTHCARE CENTER,070000016,Parent Facility,14966 TERRENO DE FLORES LANE,LOS GATOS,95032,43,SANTA CLARA,Not Applicable,65,Open,1966-09-08,Long Term Care Facility,Skilled Nursing Facility,37.25108000,-121.95296000
206430730,"CAMDEN POSTACUTE CARE, INC.",070000020,Parent Facility,1331 CAMDEN AVENUE,CAMPBELL,95008,43,SANTA CLARA,Not Applicable,60,Open,1958-10-15,Long Term Care Facility,Skilled Nursing Facility,37.26935000,-121.94554000
206430739,CHANNING HOUSE,220000404,Parent Facility,850 WEBSTER STREET,PALO ALTO,94301,43,SANTA CLARA,Not Applicable,26,Open,1964-01-27,Long Term Care Facility,Skilled Nursing Facility,37.44669100,-122.15370400
206430759,ALMADEN HEALTH AND REHABILITATION CENTER,070000034,Parent Facility,2065 LOS GATOS ALMADEN ROAD,SAN JOSE,95124,43,SANTA CLARA,Not Applicable,77,Open,1969-03-19,Long Term Care Facility,Skilled Nursing Facility,37.24389980,-121.93333060
206430760,GILROY HEALTHCARE AND REHABILITATION CENTER,070000035,Parent Facility,8170 MURRAY AVENUE,GILROY,95020,43,SANTA CLARA,Not Applicable,134,Open,1967-07-14,Long Term Care Facility,Skilled Nursing Facility,37.01881000,-121.56753000
206430766,MILPITAS CARE CENTER,070000003,Parent Facility,120 CORNING AVENUE,MILPITAS,95035,43,SANTA CLARA,Not Applicable,35,Open,1966-12-12,Long Term Care Facility,Skilled Nursing Facility,37.42440100,-121.90778400
206430767,GREENHILLS MANOR,070000041,Parent Facility,238 VIRGINIA AVENUE,CAMPBELL,95008,43,SANTA CLARA,Not Applicable,45,Open,1966-01-03,Long Term Care Facility,Skilled Nursing Facility,37.28326000,-121.96203000
206430768,"EMPRESS CARE CENTER, LLC",070000042,Parent Facility,1299 SOUTH BASCOM AVENUE,SAN JOSE,95128,43,SANTA CLARA,Not Applicable,67,Open,1969-01-29,Long Term Care Facility,Skilled Nursing Facility,37.30163700,-121.93197200
206430785,HERMAN HEALTH CARE CENTER,070000049,Parent Facility,2295 PLUMMER AVENUE,SAN JOSE,95125,43,SANTA CLARA,Not Applicable,99,Open,1959-07-01,Long Term Care Facility,Skilled Nursing Facility,37.28353500,-121.89985100
206430788,MOUNTAIN VIEW HEALTHCARE CENTER,220000410,Parent Facility,2530 SOLACE PLACE,MOUNTAIN VIEW,94040,43,SANTA CLARA,Not Applicable,123,Open,1964-12-16,Long Term Care Facility,Skilled Nursing Facility,37.36711500,-122.07947200
206430789,A GRACE SUB ACUTE AND SKILLED CARE,070000051,Parent Facility,1250 SO. WINCHESTER BOULEVARD,SAN JOSE,95128,43,SANTA CLARA,Not Applicable,166,Open,1969-11-18,Long Term Care Facility,Skilled Nursing Facility,37.30286051,-121.94983164
206430792,HILLVIEW CONVALESCENT HOSPITAL,070000052,Parent Facility,530 W. DUNNE AVENUE,MORGAN HILL,95037,43,SANTA CLARA,Not Applicable,52,Open,1951-04-12,Long Term Care Facility,Skilled Nursing Facility,37.12215000,-121.66010000
206430797,SAN JOSE HEALTHCARE & WELLNESS CENTER,070000053,Parent Facility,75 NORTH 13TH STREET,SAN JOSE,95112,43,SANTA CLARA,Not Applicable,58,Open,1963-07-25,Long Term Care Facility,Skilled Nursing Facility,37.34315000,-121.87900000
206430798,VALLEY HOUSE REHABILITATION CENTER,220000411,Parent Facility,991 CLYDE AVENUE,SANTA CLARA,95054,43,SANTA CLARA,Not Applicable,201,Open,1969-05-05,Long Term Care Facility,Skilled Nursing Facility,37.38984000,-121.95101000
206430801,IDYLWOOD CARE CENTER,220000412,Parent Facility,1002 W. FREMONT AVENUE,SUNNYVALE,94087,43,SANTA CLARA,Not Applicable,185,Open,1957-06-08,Long Term Care Facility,Skilled Nursing Facility,37.35196300,-122.05567000
206430810,"LOS GATOS SNF, LLC",070000060,Parent Facility,16605 LARK AVENUE,LOS GATOS,95032,43,SANTA CLARA,Not Applicable,28,Open,1957-10-08,Long Term Care Facility,Skilled Nursing Facility,37.25036000,-121.96112000
206430815,LOS GATOS MEADOWS GERIATRIC HOSPITAL,070000062,Parent Facility,110 WOOD ROAD,LOS GATOS,95030,43,SANTA CLARA,Not Applicable,39,Open,1971-07-01,Long Term Care Facility,Skilled Nursing Facility,37.22056000,-121.98580000
206430823,MISSION SKILLED NURSING AND SUBACUTE CENTER,220000414,Parent Facility,410 NORTH WINCHESTER BOULEVARD,SANTA CLARA,95050,43,SANTA CLARA,Not Applicable,133,Open,1961-11-16,Long Term Care Facility,Skilled Nursing Facility,37.33327000,-121.95031000
206430829,MT. PLEASANT NURSING CENTER,070000068,Parent Facility,1355 CLAYTON ROAD,SAN JOSE,95127,43,SANTA CLARA,Not Applicable,54,Open,1963-06-04,Long Term Care Facility,Skilled Nursing Facility,37.35746000,-121.80841000
206430833,COURTYARD CARE CENTER,070000220,Parent Facility,340 NORTHLAKE DRIVE,SAN JOSE,95117,43,SANTA CLARA,Not Applicable,76,Open,1962-08-30,Long Term Care Facility,Skilled Nursing Facility,37.32196200,-121.96822600
206430838,SARATOGA RETIREMENT COMMUNITY HEALTH CENTER,220000416,Parent Facility,14500 FRUITVALE AVENUE,SARATOGA,95070,43,SANTA CLARA,Not Applicable,94,Open,1962-01-01,Long Term Care Facility,Skilled Nursing Facility,37.25746200,-122.01352700
206430840,OUR LADY OF FATIMA VILLA,220000417,Parent Facility,20400 SARATOGA-LOS GATOS ROAD,SARATOGA,95070,43,SANTA CLARA,Not Applicable,85,Open,1948-06-11,Long Term Care Facility,Skilled Nursing Facility,37.25774000,-122.03093000
206430854,THE TERRACES AT LOS ALTOS HEALTH FACILITY,220000418,Parent Facility,373 PINE LANE,LOS ALTOS,94022,43,SANTA CLARA,Not Applicable,30,Open,1956-10-26,Long Term Care Facility,Skilled Nursing Facility,37.39231000,-122.12188000
206430862,CUPERTINO HEALTHCARE & WELLNESS CENTER,220000407,Parent Facility,22590 VOSS AVENUE,CUPERTINO,95014,43,SANTA CLARA,Not Applicable,170,Open,1965-02-15,Long Term Care Facility,Skilled Nursing Facility,37.31766300,-122.06991800
206430863,PLUM TREE CARE CENTER,070000080,Parent Facility,2580 SAMARITAN DRIVE,SAN JOSE,95124,43,SANTA CLARA,Not Applicable,76,Open,1967-12-18,Long Term Care Facility,Skilled Nursing Facility,37.25098000,-121.94753000
206430908,SUNNY VIEW MANOR,220000421,Parent Facility,22445 CUPERTINO ROAD,CUPERTINO,95014,43,SANTA CLARA,Not Applicable,48,Open,1964-06-05,Long Term Care Facility,Skilled Nursing Facility,37.32323700,-122.06769400
206430909,SUNNYVALE POST-ACUTE CENTER,220000422,Parent Facility,1291 SOUTH BERNARDO AVENUE,SUNNYVALE,94087,43,SANTA CLARA,Not Applicable,99,Open,2002-07-15,Long Term Care Facility,Skilled Nursing Facility,37.35291000,-122.05959000
206430926,WILLOW GLEN CENTER,070000099,Parent Facility,1267 MERIDIAN AVENUE,SAN JOSE,95125,43,SANTA CLARA,Not Applicable,152,Open,1970-05-06,Long Term Care Facility,Skilled Nursing Facility,37.30212200,-121.91377200
206431059,PALO ALTO SUB-ACUTE AND REHABILITATION CENTER,220000425,Parent Facility,911 BRYANT STREET,PALO ALTO,94301,43,SANTA CLARA,Not Applicable,66,Open,1963-09-05,Long Term Care Facility,Skilled Nursing Facility,37.44266900,-122.15625100
206431104,GOLDEN LIVINGCENTER - SAN JOSE,070000209,Parent Facility,401 RIDGE VISTA AVENUE,SAN JOSE,95127,43,SANTA CLARA,Not Applicable,116,Open,1972-06-16,Long Term Care Facility,Skilled Nursing Facility,37.37778600,-121.83481500
206431124,SARATOGA PEDIATRIC SUBACUTE,220000426,Parent Facility,13425 SOUSA LANE,SARATOGA,95070,43,SANTA CLARA,Not Applicable,38,Open,1964-03-18,Long Term Care Facility,Skilled Nursing Facility,37.27273100,-121.99610500
206431125,SKYLINE HEALTHCARE CENTER - SAN JOSE,070000110,Parent Facility,2065 FOREST AVENUE,SAN JOSE,95128,43,SANTA CLARA,Not Applicable,253,Open,1966-01-06,Long Term Care Facility,Skilled Nursing Facility,37.32716000,-121.93541000
206431468,VISTA MANOR NURSING CENTER,070000210,Parent Facility,120 JOSE FIGUERES AVENUE,SAN JOSE,95116,43,SANTA CLARA,Not Applicable,99,Open,1968-05-03,Long Term Care Facility,Skilled Nursing Facility,37.35951600,-121.84869100
206431530,LINCOLN GLEN SKILLED NURSING,070000119,Parent Facility,2671 PLUMMER AVENUE,SAN JOSE,95125,43,SANTA CLARA,Not Applicable,59,Open,1979-04-22,Long Term Care Facility,Skilled Nursing Facility,37.27729500,-121.89557000
206431532,WHITE BLOSSOM CARE CENTER,070000120,Parent Facility,1990 FRUITDALE AVENUE,SAN JOSE,95128,43,SANTA CLARA,Not Applicable,153,Open,1977-03-01,Long Term Care Facility,Skilled Nursing Facility,37.31056300,-121.92807100
206431585,VASONA CREEK HEALTHCARE CENTER,070000153,Parent Facility,16412 LOS GATOS BOULEVARD,LOS GATOS,95032,43,SANTA CLARA,Not Applicable,148,Open,1946-03-11,Long Term Care Facility,Skilled Nursing Facility,37.23042000,-121.96547000
206431686,CEDAR CREST NURSING AND REHABILITATION CENTER,220000428,Parent Facility,797 EAST FREMONT AVENUE,SUNNYVALE,94087,43,SANTA CLARA,Not Applicable,99,Open,1968-04-08,Long Term Care Facility,Skilled Nursing Facility,37.35243700,-122.01892600
206431808,AMBERWOOD GARDENS,070000135,Parent Facility,1601 PETERSEN AVENUE,SAN JOSE,95129,43,SANTA CLARA,Not Applicable,258,Open,1967-05-08,Long Term Care Facility,Skilled Nursing Facility,37.29467000,-121.99885000
206431815,GRANT CUESTA SUB-ACUTE AND REHABILITATION HOSPITAL,220000430,Parent Facility,1949 GRANT ROAD,MOUNTAIN VIEW,94040,43,SANTA CLARA,Not Applicable,102,Open,1962-02-20,Long Term Care Facility,Skilled Nursing Facility,37.37389700,-122.07766500
206431820,SAN TOMAS CONVALESCENT HOSPITAL,070000141,Parent Facility,3580 PAYNE AVENUE,SAN JOSE,95117,43,SANTA CLARA,Not Applicable,130,Open,1959-06-30,Long Term Care Facility,Skilled Nursing Facility,37.30120700,-121.96168800
206431833,VILLA SIENA,220000432,Parent Facility,1855 MIRAMONTE AVENUE,MOUNTAIN VIEW,94040,43,SANTA CLARA,Not Applicable,30,Open,1979-11-05,Long Term Care Facility,Skilled Nursing Facility,37.37038000,-122.08692000
206431865,WEBSTER HOUSE,220000434,Parent Facility,437 WEBSTER STREET,PALO ALTO,94301,43,SANTA CLARA,Not Applicable,145,Open,1983-06-08,Long Term Care Facility,Skilled Nursing Facility,37.44980000,-122.15838000
206434001,PACIFIC HILLS MANOR,070000040,Parent Facility,370 NOBLE COURT,MORGAN HILL,95037,43,SANTA CLARA,Not Applicable,99,Open,1987-03-20,Long Term Care Facility,Skilled Nursing Facility,37.12410800,-121.65931300
206434018,MISSION DE LA CASA NURSING & REHABILITATION CENTER,070000265,Parent Facility,2501 ALVIN AVENUE,SAN JOSE,95121,43,SANTA CLARA,Not Applicable,163,Open,1989-06-13,Long Term Care Facility,Skilled Nursing Facility,37.31876000,-121.82607000
206434026,MANORCARE HEALTH SERVICES (SUNNYVALE),220000442,Parent Facility,1150 TILTON DRIVE,SUNNYVALE,94087,43,SANTA CLARA,Not Applicable,140,Open,1990-11-29,Long Term Care Facility,Skilled Nursing Facility,37.35649700,-122.03342600
206434056,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,220000444,Parent Facility,23600 VIA ESPLENDOR,CUPERTINO,95014,43,SANTA CLARA,Not Applicable,48,Open,1992-08-25,Long Term Care Facility,Skilled Nursing Facility,37.33860500,-122.08932400
206434058,"TERRACES OF LOS GATOS, THE",070000326,Parent Facility,800 BLOSSOM HILL ROAD,LOS GATOS,95032,43,SANTA CLARA,Not Applicable,59,Open,1993-01-27,Long Term Care Facility,Skilled Nursing Facility,37.23522000,-121.96079000
206434144,CAREMERIDIAN - GILROY,070000603,Parent Facility,11500 CENTER AVENUE,GILROY,95020,43,SANTA CLARA,Not Applicable,12,Open,2000-10-27,Long Term Care Facility,Congregate Living Health Facility,37.07073300,-121.57430500
206434151,VI AT PALO ALTO,550000146,Parent Facility,600 SAND HILL ROAD,PALO ALTO,94304,43,SANTA CLARA,Not Applicable,44,Open,2006-04-17,Long Term Care Facility,Skilled Nursing Facility,37.44040700,-122.17461300
206440727,"HEARTS & HANDS, POST ACUTE CARE & REHAB CENTER",070000018,Parent Facility,2990 SOQUEL AVENUE,SANTA CRUZ,95062,44,SANTA CRUZ,Not Applicable,144,Open,1966-03-21,Long Term Care Facility,Skilled Nursing Facility,36.98612300,-121.98411300
206440758,DRIFTWOOD HEALTHCARE CENTER - SANTA CRUZ,070000033,Parent Facility,675 - 24TH AVENUE,SANTA CRUZ,95062,44,SANTA CRUZ,Not Applicable,92,Open,1964-02-19,Long Term Care Facility,Skilled Nursing Facility,36.96473511,-121.97960608
206440764,PACIFIC COAST MANOR,070000039,Parent Facility,1935 WHARF ROAD,CAPITOLA,95010,44,SANTA CRUZ,Not Applicable,99,Open,1965-07-21,Long Term Care Facility,Skilled Nursing Facility,36.97733900,-121.95742800
206440809,KINDRED NURSING & TRANSITIONAL CARE-SANTA CRUZ,070000059,Parent Facility,1115 CAPITOLA ROAD,SANTA CRUZ,95062,44,SANTA CRUZ,Not Applicable,149,Open,1969-05-21,Long Term Care Facility,Skilled Nursing Facility,36.97767300,-121.98828900
206440914,VALLEY CONVALESCENT HOSPITAL - WATSONVILLE,070000094,Parent Facility,919 FREEDOM BOULEVARD,WATSONVILLE,95076,44,SANTA CRUZ,Not Applicable,59,Open,1969-10-19,Long Term Care Facility,Skilled Nursing Facility,36.91941000,-121.76050000
206441678,GOLDEN AGE CONVALESCENT HOSPITAL,070000126,Parent Facility,523 BURLINGAME AVENUE,CAPITOLA,95010,44,SANTA CRUZ,Not Applicable,40,Open,1956-06-26,Long Term Care Facility,Skilled Nursing Facility,36.97637200,-121.95283800
206441702,WATSONVILLE POST ACUTE CENTER,070000128,Parent Facility,525 AUTO CENTER DRIVE,WATSONVILLE,95076,44,SANTA CRUZ,Not Applicable,95,Open,1968-08-09,Long Term Care Facility,Skilled Nursing Facility,36.91923000,-121.76679000
206441703,WATSONVILLE NURSING CENTER,070000129,Parent Facility,535 AUTO CENTER DRIVE,WATSONVILLE,95076,44,SANTA CRUZ,Not Applicable,87,Open,1964-09-21,Long Term Care Facility,Skilled Nursing Facility,36.91919000,-121.76683000
206450798,REDDING POST ACUTE,230000004,Parent Facility,1836 GOLD STREET,REDDING,96001,45,SHASTA,Not Applicable,89,Open,1963-09-01,Long Term Care Facility,Skilled Nursing Facility,40.57857200,-122.39445100
206450841,WINDSOR REDDING CARE CENTER,230000103,Parent Facility,2490 COURT STREET,REDDING,96001,45,SHASTA,Not Applicable,113,Open,1971-02-05,Long Term Care Facility,Skilled Nursing Facility,40.57316000,-122.39238000
206451017,MARQUIS CARE AT SHASTA,230000033,Parent Facility,3550 CHURN CREEK ROAD,REDDING,96002,45,SHASTA,Not Applicable,180,Open,1970-05-22,Long Term Care Facility,Skilled Nursing Facility,40.55591000,-122.35310000
206452301,OAK RIVER REHAB,230000071,Parent Facility,3300 FRANKLIN STREET,ANDERSON,96007,45,SHASTA,Not Applicable,143,Open,1982-06-07,Long Term Care Facility,Skilled Nursing Facility,40.44803000,-122.31101000
206454001,CRESTWOOD WELLNESS AND RECOVERY CENTER,230000122,Parent Facility,3062 CHURN CREEK ROAD,REDDING,96002,45,SHASTA,Not Applicable,99,Open,2014-12-31,Long Term Care Facility,Skilled Nursing Facility,40.56299000,-122.35322000
206454002,COPPER RIDGE CARE CENTER,230000165,Parent Facility,201 HARTNELL AVENUE,REDDING,96002,45,SHASTA,Not Applicable,125,Open,1988-09-06,Long Term Care Facility,Skilled Nursing Facility,40.56793000,-122.36894000
206454003,KINDRED TRANSITIONAL CARE & REHAB-CANYONWOOD,230000168,Parent Facility,2120 BENTON DRIVE,REDDING,96003,45,SHASTA,Not Applicable,115,Open,1989-03-27,Long Term Care Facility,Skilled Nursing Facility,40.59789000,-122.40028000
206454071,VETERANS HOME OF CALIFORNIA - REDDING,550002715,Parent Facility,3400 KNIGHTON ROAD,REDDING,96002,45,SHASTA,Not Applicable,60,Open,2014-12-18,Long Term Care Facility,Skilled Nursing Facility,40.50824000,-122.32556000
206462284,EASTERN PLUMAS HOSPITAL-LOYALTON CAMPUS D/P SNF,230000014,Distinct Part Facility,700 THIRD ST,LOYALTON,96118,46,SIERRA,None,39,Open,2012-11-01,Hospital,General Acute Care Hospital,39.67675900,-120.24420800
206471079,SHASTA VIEW ESTATES,230000042,Parent Facility,445 PARK STREET,WEED,96094,47,SISKIYOU,Not Applicable,59,Open,1967-06-16,Long Term Care Facility,Skilled Nursing Facility,41.42442000,-122.38682000
206474010,MADRONE HOUSE,230000314,Parent Facility,255 COLLIER CIRCLE,YREKA,96097,47,SISKIYOU,Not Applicable,6,Open,1999-10-14,Long Term Care Facility,Congregate Living Health Facility,41.73343000,-122.64689000
206480917,SPRINGS ROAD HEALTHCARE,110000003,Parent Facility,1527 SPRINGS ROAD,VALLEJO,94591,48,SOLANO,Not Applicable,65,Open,1966-11-15,Long Term Care Facility,Skilled Nursing Facility,38.10595000,-122.22187000
206480965,HEARTWOOD AVENUE HEALTHCARE,110000020,Parent Facility,1044 HEARTWOOD AVENUE,VALLEJO,94591,48,SOLANO,Not Applicable,60,Open,1961-10-19,Long Term Care Facility,Skilled Nursing Facility,38.10539000,-122.21141000
206480995,LA MARIPOSA CARE AND REHABILITATION CENTER,110000027,Parent Facility,1244 TRAVIS BOULEVARD,FAIRFIELD,94533,48,SOLANO,Not Applicable,99,Open,1969-08-11,Long Term Care Facility,Skilled Nursing Facility,38.25827600,-122.04907800
206481011,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,110000155,Parent Facility,2200 TUOLUMNE STREET,VALLEJO,94589,48,SOLANO,Not Applicable,166,Open,1970-07-29,Long Term Care Facility,Skilled Nursing Facility,38.13017545,-122.24004245
206481084,FAIRFIELD POST ACUTE REHAB,110000077,Parent Facility,1255 TRAVIS BOULEVARD,FAIRFIELD,94533,48,SOLANO,Not Applicable,99,Open,1964-01-27,Long Term Care Facility,Skilled Nursing Facility,38.25806000,-122.04914000
206481086,GREENFIELD CARE CENTER OF FAIRFIELD,110000079,Parent Facility,1260 TRAVIS BOULEVARD,FAIRFIELD,94533,48,SOLANO,Not Applicable,90,Open,1964-01-22,Long Term Care Facility,Skilled Nursing Facility,38.25824000,-122.04924000
206481105,ORCHARD POST ACUTE CARE,110000087,Parent Facility,101 SOUTH ORCHARD AVENUE,VACAVILLE,95688,48,SOLANO,Not Applicable,87,Open,1965-08-06,Long Term Care Facility,Skilled Nursing Facility,38.35683000,-122.00449000
206484004,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,110000203,Parent Facility,585 NUT TREE COURT,VACAVILLE,95687,48,SOLANO,Not Applicable,120,Open,1989-04-13,Long Term Care Facility,Skilled Nursing Facility,38.36190000,-121.94817000
206484032,LAUREL CREEK HEALTH CENTER,110000338,Parent Facility,2800 ESTATES DRIVE,FAIRFIELD,94533,48,SOLANO,Not Applicable,60,Open,1998-05-15,Long Term Care Facility,Skilled Nursing Facility,38.30663000,-122.02945000
206490931,WINDSOR CARE CENTER OF PETALUMA,010000010,Parent Facility,523 HAYES LANE,PETALUMA,94952,49,SONOMA,Not Applicable,79,Open,1964-03-30,Long Term Care Facility,Skilled Nursing Facility,38.22227000,-122.64709000
206490940,CREEKSIDE REHABILITATION & BEHAVIORAL HEALTH,010000011,Parent Facility,850 SONOMA AVENUE,SANTA ROSA,95404,49,SONOMA,Not Applicable,181,Open,1969-08-12,Long Term Care Facility,Skilled Nursing Facility,38.43911500,-122.70685500
206490947,FIRCREST CONVALESCENT HOSPITAL,010000012,Parent Facility,7025 CORLINE COURT,SEBASTOPOL,95472,49,SONOMA,Not Applicable,50,Open,1966-04-11,Long Term Care Facility,Skilled Nursing Facility,38.38980000,-122.81380000
206490954,HEALDSBURG SENIOR LIVING COMMUNITY,010000014,Parent Facility,725 GROVE STREET,HEALDSBURG,95448,49,SONOMA,Not Applicable,38,Open,2005-08-01,Long Term Care Facility,Skilled Nursing Facility,38.61355000,-122.87392000
206490956,APPLE VALLEY POST ACUTE REHAB,010000016,Parent Facility,1035 GRAVENSTEIN AVENUE,SEBASTOPOL,95472,49,SONOMA,Not Applicable,95,Open,1968-04-17,Long Term Care Facility,Skilled Nursing Facility,38.38941000,-122.81530000
206490961,EMPRES POST ACUTE REHABILITATION,010000018,Parent Facility,300 DOUGLAS STREET,PETALUMA,94952,49,SONOMA,Not Applicable,98,Open,1969-11-18,Long Term Care Facility,Skilled Nursing Facility,38.22826000,-122.64427000
206491000,GOLDEN LIVING CENTER - SANTA ROSA,010000029,Parent Facility,4650 HOEN AVENUE,SANTA ROSA,95405,49,SONOMA,Not Applicable,99,Open,1967-11-03,Long Term Care Facility,Skilled Nursing Facility,38.44169000,-122.66546000
206491001,GOLDEN LIVINGCENTER - LONDON HOUSE  SONOMA,010000030,Parent Facility,678 - 2ND STREET WEST,SONOMA,95476,49,SONOMA,Not Applicable,83,Open,1964-09-22,Long Term Care Facility,Skilled Nursing Facility,38.28921000,-122.46169000
206491003,CLOVERDALE HEALTHCARE CENTER,010000157,Parent Facility,300 CHERRY CREEK ROAD,CLOVERDALE,95425,49,SONOMA,Not Applicable,72,Open,1967-06-01,Long Term Care Facility,Skilled Nursing Facility,38.79481000,-123.02455000
206491017,BROADWAY VILLA POST ACUTE,010000158,Parent Facility,1250 BROADWAY,SONOMA,95476,49,SONOMA,Not Applicable,144,Open,1968-09-25,Long Term Care Facility,Skilled Nursing Facility,38.27798000,-122.45986000
206491032,THE OAKS POST ACUTE,010000053,Parent Facility,450 HAYES LANE,PETALUMA,94952,49,SONOMA,Not Applicable,59,Open,1980-06-27,Long Term Care Facility,Skilled Nursing Facility,38.22335000,-122.64776000
206491035,PETALUMA POST-ACUTE REHABILITATION,010000056,Parent Facility,1115 B STREET,PETALUMA,94952,49,SONOMA,Not Applicable,90,Open,1969-04-11,Long Term Care Facility,Skilled Nursing Facility,38.22253700,-122.64559300
206491058,PARK VIEW POST ACUTE,010000062,Parent Facility,3751 MONTGOMERY DRIVE,SANTA ROSA,95405,49,SONOMA,Not Applicable,116,Open,1969-05-15,Long Term Care Facility,Skilled Nursing Facility,38.45277900,-122.67437800
206491062,SANTA ROSA CONVALESCENT HOSPITAL,010000064,Parent Facility,446 ARROWOOD DRIVE,SANTA ROSA,95407,49,SONOMA,Not Applicable,62,Open,1966-06-10,Long Term Care Facility,Skilled Nursing Facility,38.42192000,-122.71839000
206491085,SUMMERFIELD HEALTH CARE CENTER,010000078,Parent Facility,1280 SUMMERFIELD ROAD,SANTA ROSA,95405,49,SONOMA,Not Applicable,70,Open,1967-06-08,Long Term Care Facility,Skilled Nursing Facility,38.44547000,-122.66456000
206492251,GOLDEN LIVING CENTER - PETALUMA,010000102,Parent Facility,101 MONROE STREET,PETALUMA,94954,49,SONOMA,Not Applicable,99,Open,1973-07-05,Long Term Care Facility,Skilled Nursing Facility,38.25584500,-122.62817600
206492287,FRIENDS HOUSE,010000123,Parent Facility,684 BENICIA DRIVE,SANTA ROSA,95409,49,SONOMA,Not Applicable,34,Open,1984-04-16,Long Term Care Facility,Skilled Nursing Facility,38.47164800,-122.67383300
206494001,SPRING LAKE VILLAGE,010000147,Parent Facility,5555 MONTGOMERY DRIVE,SANTA ROSA,95409,49,SONOMA,Not Applicable,70,Open,1986-11-14,Long Term Care Facility,Skilled Nursing Facility,38.45754000,-122.64125000
206494078,BROOKDALE FOUNTAINGROVE,010000430,Parent Facility,300 FOUNTAINGROVE PARKWAY,SANTA ROSA,95403,49,SONOMA,Not Applicable,45,Open,2001-05-17,Long Term Care Facility,Skilled Nursing Facility,38.47561000,-122.72243000
206500806,BRANDEL MANOR,550002761,Parent Facility,1801 NORTH OLIVE AVENUE,TURLOCK,95382,50,STANISLAUS,Not Applicable,145,Open,2014-08-01,Long Term Care Facility,Skilled Nursing Facility,37.51056000,-120.83990000
206500820,HY-LOND HEALTHCARE CENTER - MODESTO,100000018,Parent Facility,1900 COFFEE ROAD,MODESTO,95355,50,STANISLAUS,Not Applicable,120,Open,1971-12-10,Long Term Care Facility,Skilled Nursing Facility,37.67114000,-120.97552600
