,name,license_type,city,county,zip
242,SAN DIEGO STATE UNIVERSITY ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92182
243,SAN FRANCISCO AIDS FOUNDATION ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94114
244,SAN FRANCISCO ENDOSCOPY CENTER LLC ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94118
245,SAN FRANCISCO FREE CLINIC ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94118
246,SAN FRANCISCO SURGERY CENTER ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94108
247,SANTA ANA HEALTH CLINIC ,License Type: Clinic (Government Owned),SANTA ANA, ORANGE, 92706
248,SANTEE FAMILY MEDICINE ,License Type: Clinic,SANTEE, SAN DIEGO, 92071
249,SCRIPPS ENCINITAS SURGERY CENTER LLC ,License Type: Clinic,ENCINITAS, SAN DIEGO, 92024
250,SCRIPPS MERCY SURGERY PAVILION ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92103
251,SHERMAN HEIGHTS FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92102
252,SIERRA HEALTH CENTER ,License Type: Clinic,FULLERTON, ORANGE, 92833
253,SILVER AVENUE FAMILY HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94134
254,SOUTH PLACER SURGERY CENTER LP D/B/A SUTTER SIERRA SURGERY CENTER ,License Type: Clinic,ROSEVILLE, PLACER, 95661
255,SOUTH REGION PUBLIC HEALTH CENTER ,License Type: Clinic (Government Owned),CHULA VISTA, SAN DIEGO, 91911
256,SOUTHEAST COUNTY MENTAL HEALTH CENTER ,License Type: Clinic (Government Owned),SAN DIEGO, SAN DIEGO, 92113
257,SOUTHEAST HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94124
258,"SPECIALISTS SURGERY CENTER OF DEL MAR, LLC ",License Type: Clinic,SAN DIEGO, SAN DIEGO, 92130
259,ST ANTHONY MEDICAL CLINIC ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94102
260,ST JUDE NEIGHBORHOOD HEALTH CENTER ,License Type: Clinic,FULLERTON, ORANGE, 92832
261,ST. VINCENT DE PAUL VILLAGE FAMILY HEALTH CENTER ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92101
262,STARPOINT SURGERY CENTER-IRVINE ,License Type: Clinic,IRVINE, ORANGE, 92612
263,"STUDENT HEALTH SERVICE, SFSU ",License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94132
264,SUNSET HEALTH SERVICES ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94122
265,SURGICARE OF LA VETA LTD DBA LA VETA SURGICAL CENTER ,License Type: Clinic,ORANGE, ORANGE, 92868
266,SUTTER ALHAMBRA SURGERY CENTER L.P. ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95816
267,SUTTER AUBURN SURGERY CENTER ,License Type: Clinic,AUBURN, PLACER, 95603
268,SUTTER ELK GROVE SURGERY CENTER ,License Type: Clinic,ELK GROVE, SACRAMENTO, 95758
269,SUTTER ROSEVILLE ENDOSCOPY CENTER ,License Type: Clinic,ROSEVILLE, PLACER, 95661
270,TEMECULA VALLEY DAY SURGERY AND PAIN THERAPY CENTER ,License Type: Clinic,MURRIETA, RIVERSIDE, 92562
271,TENDERLOIN HEALTH SERVICES ,License Type: Clinic,SAN FRANCISCO, SAN FRANCISCO, 94102
272,THE ENDOSCOPY CENTER ,License Type: Clinic,ENCINITAS, SAN DIEGO, 92024
273,THE EYE SURG CTR OF NO. CA ,License Type: Clinic,CITRUS HEIGHTS, SACRAMENTO, 95621
274,THE LA JOLLA ENDOSCOPY CENTER LP ,License Type: Clinic,LA JOLLA, SAN DIEGO, 92037
275,THE OAKS SURGERY CENTER ,License Type: Clinic,MURRIETA, RIVERSIDE, 92562
276,THE PLASTIC SURGERY INSTITUTE ,License Type: Clinic,RANCHO MIRAGE, RIVERSIDE, 92270
277,THE PROCEDURE CENTER OF IRVINE INC ,License Type: Clinic,IRVINE, ORANGE, 92618
278,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),ROCKLIN, PLACER, 95765
279,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),ROSEVILLE, PLACER, 95661
280,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),CITRUS HEIGHTS, SACRAMENTO, 95610
281,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),AUBURN, PLACER, 95603
282,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),ELK GROVE, SACRAMENTO, 95758
283,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),FOLSOM, SACRAMENTO, 95630
284,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),FOLSOM, SACRAMENTO, 95630
285,THE REGENTS OF THE UNIVERSITY OF CA CONSTITUTIONAL CORP ,License Type: Clinic (Government Owned),FOLSOM, SACRAMENTO, 95630
286,THE SURGERY CENTER OF RIVERSIDE ,License Type: Clinic,RIVERSIDE, RIVERSIDE, 92503
287,TOM WADDELL HEALTH CENTER ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94102
288,TOM WADDELL URBAN HEALTH CLINIC ,License Type: Clinic (Government Owned),SAN FRANCISCO, SAN FRANCISCO, 94102
289,UC DAVIS MEDICAL GROUP - RANCHO CORDOVA ,License Type: Clinic (Government Owned),RANCHO CORDOVA, SACRAMENTO, 95670
290,UC DAVIS MEDICAL GROUP ROCKLIN GI SPECIALTY CLINIC ,License Type: Clinic (Government Owned),ROCKLIN, PLACER, 95675
291,UC DAVIS MEDICAL GROUP ROCKLIN INFUSION CLINIC ,License Type: Clinic (Government Owned),ROCKLIN, PLACER, 95675
292,UC DAVIS MIDTOWN NEUROLOGY CLINIC ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95816
293,UC DAVIS SPINE CENTER ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95816
294,UCDMG CAMPUS COMMONS CLINIC ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95825
295,UCDMG ELK GROVE ,License Type: Clinic (Government Owned),ELK GROVE, SACRAMENTO, 95758
296,UCDMG MIDTOWN FAMILY MEDICINE ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95816
297,UCDMG MIDTOWN INTERNAL MEDICINE ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95816
298,UCDMG MIDTOWN PEDIATRICS ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95816
299,UCDMG NATOMAS ,License Type: Clinic (Government Owned),SACRAMENTO, SACRAMENTO, 95834
300,UCSD AMBULATORY SURGERY CENTER LLC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92122
301,UCSD CENTER FOR SURGERY OF ENCINITAS LP ,License Type: Clinic,ENCINITAS, SAN DIEGO, 92024
302,UCSD SURGICAL CENTER OF SAN DIEGO LLC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92121
303,UNITED SURGERY CENTER MURRIETA ,License Type: Clinic,MURRIETA, RIVERSIDE, 92562
304,UNITED SURGERY CENTER TEMECULA ,License Type: Clinic,TEMECULA, RIVERSIDE, 92592
305,UPLAND OUTPATIENT SURGICAL CENTER INC ,License Type: Clinic,UPLAND, SAN BERNARDINO, 91786
306,VIETNAM VETERANS OF SAN DIEGO CLINIC ,License Type: Clinic,SAN DIEGO, SAN DIEGO, 92110
307,VISTA COMMUNITY CLINIC - WEST ,License Type: Clinic,OCEANSIDE, SAN DIEGO, 92054
308,WELL OF HEALING ,License Type: Clinic,FONTANA, SAN BERNARDINO, 92336
309,WELLSPACE HEALTH ,License Type: Clinic,SACRAMENTO, SACRAMENTO, 95814
310,WIKA ENDOSCOPIC CENTER ,License Type: Clinic,APPLE VALLEY, SAN BERNARDINO, 92307
