name,license_type,county,city,zip
GALLOWAYS MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92113
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 10182 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91914
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 11112 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91784
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY # 17725 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92057
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10805 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91739
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10819 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92101
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10914 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #10954 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92101
GARFIELD BEACH CVS LLC D/B/A CVS/PHARMACY #11035 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92336
GARFIELD BEACH CVS LLC DBA CVS PHARMACY #10310 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92374
GARFIELD BEACH CVS LLC DBA CVS PHARMACY #10508 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92107
GE HEALTHCARE ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
GELSONS PHARMACY ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92009
GELSONS PHARMACY ,License Type: Pharmacy (Community),DEL MAR, SAN DIEGO, 92014
GEMMELS COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
GLOBAL PHARMACY LTC ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
GOOD MORNING PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
GOOD PHARMA COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92109
GOOD SAMARITAN PHARMACY ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
GRANDVIEW PHARMACY ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
GREEN VALLEY PHARMACY ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
GREENFIELD COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92083
GROSSMONT HOSPITAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
GROSSMONT PHARMACY ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
HAL'S COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92104
HAVEN PHARMACY ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
HIGHLAND COMMUNITY PHARMACY ,License Type: Pharmacy (Community),HIGHLAND, SAN BERNARDINO, 92346
HILLCREST PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
HILLCREST PHARMACY NORTH ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92081
HOMES PHARMACY ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
HOSPICARE PHARMACY SAN DIEGO ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
IHC SANTA YSABEL PHARMACY ,License Type: Pharmacy (Community),SANTA YSABEL, SAN DIEGO, 92070
IMPERIAL BEACH PHARMACY ,License Type: Pharmacy (Community),IMPERIAL BEACH, SAN DIEGO, 91932
INDIAN HEALTH COUNCIL PHARMACY ,License Type: Pharmacy (Government Owned Community),VALLEY CENTER, SAN DIEGO, 92082
INJOY RX LLC ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
INLAND BEHAVIORAL & HEALTH SERVICES INC ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92401
JONATHAN'S PHARMACY ,License Type: Pharmacy (Community),Probation, SAN BERNARDINO, 92308
JP PHARMACY INC ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92126
K'S PHARMACY ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
KAISER FOUND. HOSP. PHY. #176 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KAISER FOUNDATION HOSPITAL ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92120
KAISER ONCOLOGY PHARMACY #247 ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92078
KAISER ONCOLOGY PHRMCY #170 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92011
KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),BONITA, SAN DIEGO, 91902
KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
KAISER PERMANENTE PHARMACY  239 ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92083
KAISER PERMANENTE PHARMACY #155 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KAISER PERMANENTE PHARMACY #162 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KAISER PERMANENTE PHARMACY #163 ,License Type: Pharmacy (Community),COLTON, SAN BERNARDINO, 92324
KAISER PERMANENTE PHARMACY #167 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
KAISER PERMANENTE PHARMACY #168 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
KAISER PERMANENTE PHARMACY #168F ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
KAISER PERMANENTE PHARMACY #171 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
KAISER PERMANENTE PHARMACY #189 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KAISER PERMANENTE PHARMACY #197 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KAISER PERMANENTE PHARMACY #208 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
KAISER PERMANENTE PHARMACY #214 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92110
KAISER PERMANENTE PHARMACY #217 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92120
KAISER PERMANENTE PHARMACY #220 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
KAISER PERMANENTE PHARMACY #221 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92120
KAISER PERMANENTE PHARMACY #230 ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
KAISER PERMANENTE PHARMACY #237 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92130
KAISER PERMANENTE PHARMACY #245 ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91941
KAISER PERMANENTE PHARMACY #249 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92128
KAISER PERMANENTE PHARMACY #657 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
KAISER PERMANENTE PHARMACY #658 ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
KAISER PERMANENTE PHARMACY #751 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
KAISER PERMANENTE PHARMACY #752 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
KAISER PERMANENTE PHARMACY 225 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92020
KAISER PERMANENTE PHARMACY NO 157 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
KAISER PERMANENTE PHARMACY NO 179 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
KAISER PERMANENTE PHARMACY NO 195 ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
KAISER PERMANENTE PHARMACY NO 216 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92154
KAISER PERMANENTE PHARMACY NO 220 ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92069
KAISER PERMANENTE PHRMCY #156 ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92374
KAISER PERMANENTE PHRMCY #187 ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
KAISER PERMANENTE PHY #193 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92337
KEN PHARMACY ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
KHANH PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
KING'S PHARMACY ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91786
KP PHARMACY #181 MOB #1-FAMILY MEDICINE ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
KP PHARMACY #182 MOB #1 3RD FLR OB-GYN ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
LA JOLLA DISCOUNT PHARMACY ,License Type: Pharmacy (Community),Probation, SAN DIEGO, 92037
LA MAESTRA COMMUNITY PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92105
LA MAESTRA COMMUNITY PHARMACY EL CAJON ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92019
LA MAESTRA COMMUNITY PHARMACY NATIONAL CITY ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
LA MESA PHARMACY ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
LA VITA COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92121
LAKE GREGORY PHARMACY ,License Type: Pharmacy (Community),CRESTLINE, SAN BERNARDINO, 92325
LARSON PHARMACY ,License Type: Pharmacy (Community),COLTON, SAN BERNARDINO, 92324
LEO'S LAKESIDE PHARMACY ,License Type: Pharmacy (Community),LAKESIDE, SAN DIEGO, 92040
LINDA VISTA PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
LLUMC OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
LOMA LINDA HEALTH PHARMACY ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
LOMA LINDA PHARMACY INC ,License Type: Pharmacy (Community),Accusation filed, SAN BERNARDINO, 92354
LOMA LINDA UNIVERSITY COMMUNITY PHY ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
LOMA LINDA UNIVERSITY FACULTY PHARMACY ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
LOMA LINDA UNIVERSITY HOME DELIVERY PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92408
LOMA LINDA UNIVERSITY MEDICAL CENTER - MERIDIAN PHARMACY ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
LOMA LINDA UNIVERSITY PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92410
LONGS DRUG STORES CALIFORNIA LLC DBA CVS/PHARMACY #9632 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
MAJESTIC PHARMACY INC ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
MED CARE PHARMACY ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92083
MED RX PHARMACY AND COMPOUNDING ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92084
MED-PLAZA PHARMACY ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
MED-PLUS PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92128
MEDICAL ARTS PHARMACY ,License Type: Pharmacy (Community),LA MESA, SAN DIEGO, 91942
MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92114
MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92105
MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
MEDICINE CARE PHARMACY ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
MEDICINE CARE PHARMACY II ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
MEDICINE SHOPPE ,License Type: Pharmacy (Community),HESPERIA, SAN BERNARDINO, 92345
MEDPILOT PHARMACY INCORPORATED ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
MEDWATCHERS ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92121
MERCY CARE PHARMACY ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
MKT PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92105
MOLLISON PHARMACY ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
MONTCLAIR PHARMACY ,License Type: Pharmacy (Community),MONTCLAIR, SAN BERNARDINO, 91763
MONTE VISTA PHARMACY ,License Type: Pharmacy (Community),MONTCLAIR, SAN BERNARDINO, 91763
MOUNTAIN PLAZA PHARMACY ,License Type: Pharmacy (Community),UPLAND, SAN BERNARDINO, 91784
MT VIEW PHARMACEUTICALS ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
NEIGHBORHOOD HEALTHCARE ESCONDIDO ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
NEW PHARMACY ,License Type: Pharmacy (Community),YUCCA VALLEY, SAN BERNARDINO, 92284
NEW PHARMACY 2 ,License Type: Pharmacy (Community),TWENTYNINE PALMS, SAN BERNARDINO, 92277
NGUYEN HIEN'S PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92105
NIMBLE PHARMACY ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
NORTH CO HEALTH SVCS-OCEANSIDE-CARLSBAD ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92054
NORTH COAST MEDICAL PHARMACY INC ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
NORTH COAST MEDICAL SUPPLY_DBA ADVANCED DIABETES SUPPLY ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92009
NORTH COUNTY HEALTH SERVICES PHARMACY ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92069
NORTH COUNTY ONCOLOGY ,License Type: Pharmacy (Government Owned Community),OCEANSIDE, SAN DIEGO, 92056
NORTH RIALTO DRUG ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
NUDO'S PHARMACY ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92020
OASIS PHARMACY ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92392
OB PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92410
OCEANSIDE PHARMACY ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
OMNICARE OF SAN DIEGO ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92121
ONTARIO PHARMACY INC ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91764
OPTUMRX ,License Type: Pharmacy (Community),Public Reprimand, SAN DIEGO, 92010
PALM CARE PHARMACY ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92021
PALM CARE PHARMACY ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
PARADISE HILLS PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92139
PARADISE PHARMACY ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
PARKVIEW PHARMACY & HOME HEALTH CARE ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
PAVILIONS PHARMACY #2119 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92130
PEARSON'S MEDICAL GROUP PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92404
PETNET PHARMACEUTICAL ,License Type: Pharmacy (Community),LOMA LINDA, SAN BERNARDINO, 92354
PETNET PHARMACEUTICAL ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92121
PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),LA JOLLA, SAN DIEGO, 92037
PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92009
PHARMACY OF THE WOODS ,License Type: Pharmacy (Community),LAKE ARROWHEAD, SAN BERNARDINO, 92352
PHARMERICA ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92126
PHILLIP PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92115
PLAZA PHARMACY ,License Type: Pharmacy (Community),NATIONAL CITY, SAN DIEGO, 91950
PMC OUTPATIENT PHARMACY ,License Type: Pharmacy (Government Owned Community),ESCONDIDO, SAN DIEGO, 92029
POINT LOMA CABRILLO DRUG ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92106
POINT LOMA SHELTER ISLAND DRUG ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92106
POWAY PHARMACY ,License Type: Pharmacy (Community),POWAY, SAN DIEGO, 92064
PRESCRIPTION SHOPPE ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
PRESCRIPTION STATION PHARMACY ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
PREVEON HEALTH ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92405
PREVEON SPECIALTY PHARMACY ,License Type: Pharmacy (Community),HIGHLAND, SAN BERNARDINO, 92346
PRIDE PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
"PROCARE PHARMACY, L.L.C DBA CVS/PHARMACY ",License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
PROFUSION LLC ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
PRXP OF CA LLC ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91761
PURE CARE PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92130
PURESCIENCERX ,License Type: Pharmacy (Community),POWAY, SAN DIEGO, 92064
QUALITY-CARE PHARMACY ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92078
QUEENS PHARMACY INC ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92307
QUEENS PHARMACY INC ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
QUICK CARE PHARMACY INC ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
RADIANCE PHARMACY ,License Type: Pharmacy (Community),SAN BERNARDINO, SAN BERNARDINO, 92408
RADY CHILDREN'S HOMECARE ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
RALPHS PHARMACY 70300013 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
RALPHS PHARMACY 70300051 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
RALPHS PHARMACY 70300054 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92057
RALPHS PHARMACY 70300105 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92127
RALPHS PHARMACY 70300108 ,License Type: Pharmacy (Community),LA JOLLA, SAN DIEGO, 92037
RALPHS PHARMACY 70300113 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
RALPHS PHARMACY 70300123 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92101
RALPHS PHARMACY 70300201 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92110
RALPHS PHARMACY 70300207 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92109
RALPHS PHARMACY 70300235 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91911
RALPHS PHARMACY 70300298 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
RALPHS PHARMACY 70300683 ,License Type: Pharmacy (Community),SAN MARCOS, SAN DIEGO, 92078
RALPHS PHARMACY 70300700 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91730
RANCHO DRUGS ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92307
RANCHO SANTA FE PHARMACY ,License Type: Pharmacy (Community),RANCHO SANTA FE, SAN DIEGO, 92067
REDLANDS PHARMACY ,License Type: Pharmacy (Community),REDLANDS, SAN BERNARDINO, 92373
REGENTS PHARMACY ,License Type: Pharmacy (Community),LA JOLLA, SAN DIEGO, 92037
RELIANT PHARMACY SERVICE ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92011
REZCARE PHARMACY ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92123
RIALTO PHARMACY ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
RIALTO VISTA PHARMACY ,License Type: Pharmacy (Community),RIALTO, SAN BERNARDINO, 92376
RICHARD J DONOVAN CORRECTIONAL FACILITY PHARMACY ,License Type: Correctional Pharmacy,SAN DIEGO, SAN DIEGO, 92179
RICHARD J DONOVAN CORRECTIONAL FACILITY- FACILITY E PHARMACY ,License Type: Correctional Pharmacy,SAN DIEGO, SAN DIEGO, 92179
RITE AID #6465 ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
RITE AID #6473 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92394
RITE AID #6482 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92336
RITE AID #6492 ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
RITE AID #6514 ,License Type: Pharmacy (Community),VICTORVILLE, SAN BERNARDINO, 92395
RITE AID #6538 ,License Type: Pharmacy (Community),APPLE VALLEY, SAN BERNARDINO, 92308
RITE AID #6561 ,License Type: Pharmacy (Community),YUCAIPA, SAN BERNARDINO, 92399
RITE AID #6711 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92130
RITE AID 5578 ,License Type: Pharmacy (Community),CHINO HILLS, SAN BERNARDINO, 91709
RITE AID 5579 ,License Type: Pharmacy (Community),CHINO, SAN BERNARDINO, 91710
RITE AID 5586 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91701
RITE AID 5587 ,License Type: Pharmacy (Community),RANCHO CUCAMONGA, SAN BERNARDINO, 91701
RITE AID 5598 ,License Type: Pharmacy (Community),ONTARIO, SAN BERNARDINO, 91762
RITE AID 5602 ,License Type: Pharmacy (Community),Public Reprimand, SAN BERNARDINO, 91764
RITE AID 5613 ,License Type: Pharmacy (Community),BONITA, SAN DIEGO, 91902
RITE AID 5614 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
RITE AID 5615 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91910
RITE AID 5617 ,License Type: Pharmacy (Community),CHULA VISTA, SAN DIEGO, 91915
RITE AID 5620 ,License Type: Pharmacy (Community),SPRING VALLEY, SAN DIEGO, 91977
RITE AID 5621 ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92008
RITE AID 5622 ,License Type: Pharmacy (Community),CARLSBAD, SAN DIEGO, 92011
RITE AID 5623 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92019
RITE AID 5625 ,License Type: Pharmacy (Community),EL CAJON, SAN DIEGO, 92020
RITE AID 5627 ,License Type: Pharmacy (Community),ENCINITAS, SAN DIEGO, 92024
RITE AID 5629 ,License Type: Pharmacy (Community),ESCONDIDO, SAN DIEGO, 92025
RITE AID 5632 ,License Type: Pharmacy (Community),LAKESIDE, SAN DIEGO, 92040
RITE AID 5635 ,License Type: Pharmacy (Community),OCEANSIDE, SAN DIEGO, 92056
RITE AID 5638 ,License Type: Pharmacy (Community),RAMONA, SAN DIEGO, 92065
RITE AID 5642 ,License Type: Pharmacy (Community),VISTA, SAN DIEGO, 92084
RITE AID 5644 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92103
RITE AID 5646 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92105
RITE AID 5647 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92107
RITE AID 5649 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92111
RITE AID 5652 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92116
RITE AID 5654 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92117
RITE AID 5655 ,License Type: Pharmacy (Community),CORONADO, SAN DIEGO, 92118
RITE AID 5656 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92119
RITE AID 5657 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92120
RITE AID 5658 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92122
RITE AID 5660 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92124
RITE AID 5661 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92126
RITE AID 5662 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92128
RITE AID 5665 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92129
RITE AID 5666 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92130
RITE AID 5668 ,License Type: Pharmacy (Community),SAN DIEGO, SAN DIEGO, 92154
RITE AID 5685 ,License Type: Pharmacy (Community),TWENTYNINE PALMS, SAN BERNARDINO, 92277
RITE AID 5686 ,License Type: Pharmacy (Community),YUCCA VALLEY, SAN BERNARDINO, 92284
RITE AID 5690 ,License Type: Pharmacy (Community),BARSTOW, SAN BERNARDINO, 92311
RITE AID 5692 ,License Type: Pharmacy (Community),BLUE JAY, SAN BERNARDINO, 92317
RITE AID 5693 ,License Type: Pharmacy (Community),COLTON, SAN BERNARDINO, 92324
RITE AID 5694 ,License Type: Pharmacy (Community),COLTON, SAN BERNARDINO, 92324
RITE AID 5695 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92335
RITE AID 5696 ,License Type: Pharmacy (Community),FONTANA, SAN BERNARDINO, 92337
