,name,license_type,county,city,zip
266,SENIOR CARE PHARMACY SERVICES FAIRFIELD INC ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94534
267,SHOPKO PHARMACY #2096 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96003
268,SONOMA COUNTY INDIAN HEALTH PROJECT INC ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95401
269,SONOMA VALLEY COMMUNITY PHARMACY ,License Type: Pharmacy (Community),SONOMA, SONOMA, 95476
270,ST JOSEPH OUTPATIENT CANCER CENTER - FOUNTAINGROVE ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95403
271,ST JOSEPH OUTPATIENT CANCER CENTER - LYNCH CREEK ,License Type: Pharmacy (Community),PETALUMA, SONOMA, 94954
272,STUDENT HEALTH CTR PHCY ,License Type: Pharmacy (Government Owned Community),ROHNERT PARK, SONOMA, 94928
273,SUTTER PHARMACY ,License Type: Pharmacy (Community),Accusation filed, SUTTER, 95991
274,SUTTER PHARMACY SOLUTIONS ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95991
275,THRIFTY PAYLESS INC DBA RITE AID #6714 ,License Type: Pharmacy (Community),PALO CEDRO, SHASTA, 96073
276,TIN RX ,License Type: Pharmacy (Community),CORNING, TEHAMA, 96021
277,TOWER PHARMACY ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
278,TURLOCK'S NEW VISION PHARMACY ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95382
279,TUTTLE'S HOEN PHARMACY ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95405
280,TUTTLES DOYLE PARK PHARMACY ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95405
281,UCSC COWELL STUDENT HEALTH CENTER ,License Type: Pharmacy (Government Owned Community),SANTA CRUZ, SANTA CRUZ, 95064
282,VALLE VERDE PHARMACY ,License Type: Pharmacy (Community),FREEDOM, SANTA CRUZ, 95019
283,WAL MART PHARMACY 10 1704 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
284,WAL MART PHARMACY 10-2048 ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94533
285,WAL-MART PHARMACY #10-1983 ,License Type: Pharmacy (Community),CERES, STANISLAUS, 95307
286,WAL-MART PHARMACY 10-1587 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
287,WAL-MART PHARMACY 10-1630 ,License Type: Pharmacy (Community),YREKA, SISKIYOU, 96097
288,WAL-MART PHARMACY 10-1755 ,License Type: Pharmacy (Community),ROHNERT PARK, SONOMA, 94928
289,WAL-MART PHARMACY 10-1903 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95993
290,WAL-MART PHARMACY 10-1963 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
291,WAL-MART PHARMACY 10-2537 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96003
292,WAL-MART PHARMACY 10-3046 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
293,WAL-MART PHARMACY 10-3047 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
294,WAL-MART PHARMACY 10-5007 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
295,WAL-MART PHARMACY 10-5608 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
296,WAL-MART PHARMACY 10-5609 ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94589
297,WAL-MART PHARMACY 10-5710 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95356
298,WAL-MART PHARMACY 10-5843 ,License Type: Pharmacy (Community),PATTERSON, STANISLAUS, 95363
299,WALGREENS #00993 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95991
300,WALGREENS #01940 ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94533
301,WALGREENS #02575 ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94591
302,WALGREENS #02644 ,License Type: Pharmacy (Community),VACAVILLE, SOLANO, 95687
303,WALGREENS #02810 ,License Type: Pharmacy (Community),FREEDOM, SANTA CRUZ, 95019
304,WALGREENS #02842 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
305,WALGREENS #02865 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
306,WALGREENS #02902 ,License Type: Pharmacy (Community),CERES, STANISLAUS, 95351
307,WALGREENS #03030 ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95380
308,WALGREENS #03084 ,License Type: Pharmacy (Community),COTATI, SONOMA, 94931
309,WALGREENS #03158 ,License Type: Pharmacy (Community),SANTA CRUZ, SANTA CRUZ, 95062
310,WALGREENS #03171 ,License Type: Pharmacy (Community),VALLEJO, SOLANO, 94590
311,WALGREENS #03297 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95403
312,WALGREENS #04243 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96002
313,WALGREENS #04331 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95351
314,WALGREENS #05498 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
315,WALGREENS #05699 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96003
316,WALGREENS #05781 ,License Type: Pharmacy (Community),REDDING, SHASTA, 96001
317,WALGREENS #06214 ,License Type: Pharmacy (Community),SCOTTS VALLEY, SANTA CRUZ, 95066
318,WALGREENS #06355 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95356
319,WALGREENS #06722 ,License Type: Pharmacy (Community),SANTA ROSA, SONOMA, 95409
320,WALGREENS #07313 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95350
321,WALGREENS #07433 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95993
322,WALGREENS #07653 ,License Type: Pharmacy (Community),RED BLUFF, TEHAMA, 96080
323,WALGREENS #09955 ,License Type: Pharmacy (Community),PATTERSON, STANISLAUS, 95363
324,WALGREENS #11705 ,License Type: Pharmacy (Community),MODESTO, STANISLAUS, 95355
325,WALGREENS #11934 ,License Type: Pharmacy (Community),OAKDALE, STANISLAUS, 95361
326,WALGREENS #12259 ,License Type: Pharmacy (Community),YUBA CITY, SUTTER, 95993
327,WALGREENS #15108 ,License Type: Pharmacy (Community),SANTA CRUZ, SANTA CRUZ, 95060
328,WALGREENS #15432 ,License Type: Pharmacy (Community),FAIRFIELD, SOLANO, 94533
329,WALMART PHARMACY #10-3708 ,License Type: Pharmacy (Community),SUISUN CITY, SOLANO, 94585
330,WALMART PHARMACY #10-5133 ,License Type: Pharmacy (Community),ANDERSON, SHASTA, 96007
331,WALMART PHARMACY #10-5139 ,License Type: Pharmacy (Community),DIXON, SOLANO, 95620
332,WALMART PHARMACY 10-1608 ,License Type: Pharmacy (Community),RED BLUFF, TEHAMA, 96080
333,WALMART PHARMACY 10-2468 ,License Type: Pharmacy (Community),ROHNERT PARK, SONOMA, 94928
334,WALMART PHARMACY NO 10 2553 ,License Type: Pharmacy (Community),WINDSOR, SONOMA, 95492
335,WATSONVILLE HOSPITAL CORPORATION D/B/A WATSONVILLE COMMUNITY HOSP ,License Type: Pharmacy (Community),WATSONVILLE, SANTA CRUZ, 95076
336,WATSONVILLE PHARMACY ,License Type: Pharmacy (Community),WATSONVILLE, SANTA CRUZ, 95076
337,WEST-END PHARMACY ,License Type: Pharmacy (Community),CORNING, TEHAMA, 96021
338,WESTSIDE PHARMACY ,License Type: Pharmacy (Community),SANTA CRUZ, SANTA CRUZ, 95060
339,YOUNAN TOWER PHARMACY ,License Type: Pharmacy (Community),TURLOCK, STANISLAUS, 95382
