name,license_type,county,city,zip
HOME CARE-RX INC ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
HONG'S PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
HOSPICARE PHARMACY AND HOME INFUSION OF IRVINE INC ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
HV PHARMACY ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
INFUSION SOLUTIONS PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
"INLAND MEDICAL CONSULTANTS, LLC_DBA ADVANCED THERAPEUTICS ",License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
IRVINE MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
IRVINE PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
K & T PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
KAISER PERMANENTE NO 371 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92887
KAISER PERMANENTE PHARMACY  357 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
KAISER PERMANENTE PHARMACY #352 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
KAISER PERMANENTE PHARMACY #355 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
KAISER PERMANENTE PHARMACY #361 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
KAISER PERMANENTE PHARMACY #363 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
KAISER PERMANENTE PHARMACY #363C ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
KAISER PERMANENTE PHARMACY #369 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
KAISER PERMANENTE PHARMACY #374C ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
KAISER PERMANENTE PHARMACY #376 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
KAISER PERMANENTE PHARMACY #379 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
KAISER PERMANENTE PHARMACY #384 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
KAISER PERMANENTE PHARMACY 356 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
KAISER PERMANENTE PHARMACY 364 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
KAISER PERMANENTE PHARMACY 366 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
KAISER PERMANENTE PHARMACY 383 ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
KAISER PERMANENTE PHARMACY 390 ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
KAISER PERMANENTE PHARMACY NO 391 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
KAISER PERMANENTE PHARMACY NO 394 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
KAISER PERMANENTE PHRMCY #374 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
KAJU PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
KATRINA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
KECK HOSPITAL OF USC - HUNTINGTON BEACH TREATMENT CENTER ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
KECK HOSPITAL OF USC ORANGE COUNTY PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
KIM AN PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
KIM PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
KIM PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
KING'S PHARMACY AND COMPOUNDING CENTER ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
KING'S PHARMACY AND COMPOUNDING CENTER ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
KINGS PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
KROGER SPECIALTY PHARMACY CA ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
KROGER SPECIALTY PHARMACY INC DBA KROGER SPECIALTY PHARMACY CA 3 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
LA PALMA TOWERS PHARMACY ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
LAGUNA BEACH PHARMACY ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
LAGUNA DRUG ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
LAGUNA HILLS PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
LAM PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
LANVY PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
LAURA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
LC SCRIPTS ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
LCD PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92866
LEISURE WORLD PHARMACY ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
LIFE CARE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
LIFETIME VALUE PHARMACY III INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
LINDA VISTA PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
LINH'S PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
LINH'S PHARMACY #2 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
LOS ALAMITOS PHARMACY ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
LOS COYOTES DRUG ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
LST GARDEN PHARMACY INC ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
MAICO PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
MAILAN HERITAGE PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
MANNA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
MARBELLA PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
MARIA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
MARINER'S PHARMACY ,License Type: Pharmacy (Community),Probation Terminated/Completed, ORANGE, 92663
MAXINE PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
MAY PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
MCGUFF COMPOUNDING PHY SERVICES INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
MED CENTER PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
MED CHOICE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
MED-PROS PHARMACY & MEDICAL SUPPLIES ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
MED-ZONE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
MEDCARE FAMILY PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92707
MEDCARE FAMILY PHARMACY II ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
MEDCARE LTC PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
MEDCARE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
MEDI-EX PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
MEDICAL ARTS REXALL PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
MEDICAL TOWERS PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
MEDICINE SHOPPE ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
MEDISOURCE RX ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
MEDLIFE PHARMACY & COMPOUNDING ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
MEDSPECIALTIES COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
MERCY MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
MERUS HEALTH ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
MESA VERDE PHARMACY ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
MINH PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
MISSION MEDICAL PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
MISSION PLAZA PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
MODERN DRUG ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
MTM PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
MTM PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
MTM PHARMACY BOLSA MEDICAL ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
MTM PHARMACY FAIRVIEW ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
MTM PHARMACY V ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
NATICO PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
NEW DAY PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
NEW VISTA PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
NEWPORT CARE CENTER PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
NEWPORT CENTER PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
NEWPORT COAST PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
NEWPORT LIDO PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
NGOC MAI PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
NHAN HOA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
NIMBLE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
OC PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
OC PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
OC PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
OC WELLNESS AND SPECIALTY PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
ONE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
OPTIMAL WELLNESS PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
OPTUMRX ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
OPTUMRX ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
ORANGE COAST MEMORIAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
ORANGE COUNTY COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
ORANGE COUNTY JAIL PHARMACY ,License Type: Correctional Pharmacy,SANTA ANA, ORANGE, 92703
ORANGE EXPRESS PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
ORANGE PLAZA PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
OSO HOME CARE PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
OSO MEDICAL PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
PACIFIC COAST PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
PACIFIC SIDE PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
PARAGON COMPOUNDING PHARMACY INC ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
PARK COMPOUNDING INC ,License Type: Pharmacy (Community),Accusation filed, ORANGE, 92618
PARS PHARMACY ,License Type: Pharmacy (Community),Probation, ORANGE, 92604
PAVILIONS  PHARMACY #1911 ,License Type: Pharmacy (Community),NEWPORT COAST, ORANGE, 92657
PAVILIONS  PHARMACY #2089 ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
PAVILIONS  PHARMACY #2210 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
PAVILIONS  PHARMACY #2216 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92808
PAVILIONS  PHARMACY #2217 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
PAVILIONS PHARMACY #2412 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92602
PAVILIONS PHARMACY #2508 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
PHARMACY ALTERNATIVES CALIFORNIA LLC ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
PHARMACY FOR LIVING WELL ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
PHARMACY OF OC ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
PHARMACY PLUS ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
PHARMEDQUEST PHARMACY ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
PHARMEDQUEST PHARMACY SERVICES ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
PHARMERICA ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
PIONEER PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
PL RX PHARMACY INC DBA: PREMIER LIFE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
PLACENTIA LINDA PHARMACY INC ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
PMQ 125 PHARMACY ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
PREFERRED EXCELLENT CARE ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
PREFERRED PHARMACY INC ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
PRESTIGE MEDICAL PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
PRIME PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
PROCARE PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
Q PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
QLT CARE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
QUALITY CARE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
QUALITY DRUG CLINICAL CARE ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
QUINNS APOTHECARY PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
RALPHS PHARMACY 70300033 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
RALPHS PHARMACY 70300072 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92832
RALPHS PHARMACY 70300099 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
RALPHS PHARMACY 70300223 ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
RALPHS PHARMACY 70300287 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
RALPHS PHARMACY 70300288 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
RALPHS PHARMACY 70300299 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
RALPHS PHARMACY 70300604 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
RALPHS PHARMACY 70300650 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
RALPHS PHARMACY 70300756 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
RAMSAY REXALL DRUGS ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
RAZI PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
RE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
RE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
RED CHIP OF NEVADA ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
RITE AID  5766 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92612
RITE AID #6472 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
RITE AID 5499 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
RITE AID 5500 ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
RITE AID 5501 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
RITE AID 5732 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
RITE AID 5733 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
RITE AID 5735 ,License Type: Pharmacy (Community),DANA POINT, ORANGE, 92629
RITE AID 5739 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
RITE AID 5741 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
RITE AID 5742 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92845
RITE AID 5743 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92845
RITE AID 5745 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
RITE AID 5746 ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
RITE AID 5747 ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
RITE AID 5748 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
RITE AID 5749 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92672
RITE AID 5750 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
RITE AID 5751 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
RITE AID 5753 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
RITE AID 5754 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92782
RITE AID 5755 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
RITE AID 5756 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
RITE AID 5757 ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
RITE AID 5758 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
RITE AID 5760 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
RITE AID 5761 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
RITE AID 5762 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
RITE AID 5763 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
RITE AID 5765 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92606
RITE AID 5768 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
RITE AID 5770 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
RITE AID 6207 ,License Type: Pharmacy (Community),CORONA DEL MAR, ORANGE, 92625
RITE AID NO 5515 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
RITE AID NO 5734 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
RITE AID NO 5736 ,License Type: Pharmacy (Community),LAGUNA WOODS, ORANGE, 92637
RITE AID NO 5759 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
RITE AID NO 6213 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
RITE AID NO 6441 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
RITE PRICE PHARMACY ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
RIVER'S EDGE SPECIALTY PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
RIVER'S EDGE SPECIALTY PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
ROSE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92707
ROSS PHARMACY ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
ROYAL PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
RX PLUS PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
RX SOLUTION PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
SADDLEBACK MEDICAL ARTS PHARMACY INC ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
SADDLEBACK MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
SADDLEBACK VALLEY PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
SAFETY FIRST PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
SAIGON PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
SAM'S CLUB PHARMACY NO 10-4735 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
SAM'S PHARMACY #10-6615 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
SAMS CLUB PHARMACY #10-6616 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92831
SANTA ANA PHARMACY HEALTH CENTER ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
SANTA ANA TUSTIN PROF CLN PHCY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
SANTA MARIA PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
SAV-ON PHARMACY #110 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
SAV-ON PHARMACY #1105 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
SAV-ON PHARMACY #1165 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
SAV-ON PHARMACY #1585 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
SAV-ON PHARMACY #170 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
SAV-ON PHARMACY #194 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
SAV-ON PHARMACY #2141 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
SAV-ON PHARMACY #2509 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
SAV-ON PHARMACY #2549 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
SAV-ON PHARMACY #2551 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
SAV-ON PHARMACY #2558 ,License Type: Pharmacy (Community),DANA POINT, ORANGE, 92629
SAV-ON PHARMACY #2591 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
SAV-ON PHARMACY #3534 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
SAV-ON PHARMACY #3574 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
SAV-ON PHARMACY #4145 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
SAV-ON PHARMACY #4563 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
SAV-ON PHARMACY #552 ,License Type: Pharmacy (Community),LADERA RANCH, ORANGE, 92694
SAV-ON PHARMACY #597 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92612
SAV-ON PHARMACY #598 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
SAV-ON PHARMACY #724 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
SAV-ON PHARMACY #802 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
SAV-ON PHARMACY #819 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92831
SEA VIEW PHARMACY ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
SEENA PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
SENIOR CARE PHARMACY SERVICES INC ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
SHARE OUR SELVES COMMUNITY HEALTH CENTER ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
SO-LOW DRUGS ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
SOUTH COAST PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
SOUTH GATE ROSE PHARMACY INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
SOUTH MAIN ALOHA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
SOUTH MARINA PHARMACY ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
SPECIALTY CARE RX ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
SPECTRUM PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
SPECTRUM PHARMACY- ANAHEIM ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
ST JOSEPH HEALTH SYSTEM HOME HEALTH PHY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
ST JOSEPH PAVILION PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
STUDENT HEALTH PHARMACY UC IRVINE ,License Type: Pharmacy (Government Owned Community),IRVINE, ORANGE, 92697
SUN RX PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
SUNCOAST PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
SUNNY HILLS PHARMACY ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92835
SUNRISE VILLAGE PHARMACY ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92835
TAJ MAHAL MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
TAM'S RX PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
TAN BINH PHARMACY INC ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
TANA PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
TAO WELLNESS PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
TELNET-RX PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
THE DRUGGIST #2 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
THE DRUGGIST PHARMACY ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
THE MEDICINE SHOPPE ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
THE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
THE PROFESSIONAL PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
