,name,license_type,county,city,zip
246,GARFIELD BEACH CVS LLC DBA CVS/PHARMACY #10164 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94105
247,GE HEALTHCARE ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94089
248,GOLDEN STATE PHARMACY ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95204
249,GOOD LIFE RX PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94109
250,GRANT LINE PHARMACY INCORPORATED ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95377
251,HALF MOON BAY PHARMACY ,License Type: Pharmacy (Community),HALF MOON BAY, SAN MATEO, 94019
252,HAMMER LANE PHARMACY ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95209
253,HAN'S PHARMACY ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
254,HAROLD K REICH'S PHARMACY ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
255,HILLTOP PHARMACY ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
256,HOME CHOICE PHARMACY INC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
257,HOMETOWN LTC PHARMACY ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93455
258,HOMETOWN MEDICAL PHARMACY ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
259,HOMETOWN PHARMACY ,License Type: Pharmacy (Community),LOMPOC, SANTA BARBARA, 93436
260,HORIZONS PHARMACY SERVICES ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
261,ICARE PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95133
262,INFUSION CENTER OF SAN LUIS OBISPO ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
263,JACKSON MEDICAL PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
264,JDX PHARMACY ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
265,JOE'S PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
266,KAISER CAMPBELL PHARMACY ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
267,KAISER FDN HSP ANNEX PHY 354 ,License Type: Pharmacy (Community),SOUTH SAN FRANCISCO, SAN MATEO, 94080
268,KAISER FDN HSP FRENCH OUT PHY 321 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
269,KAISER FOUNDATION HEALTH PLAN PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
270,KAISER FOUNDATION HEALTH PLAN PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
271,KAISER FRENCH OUTPATIENT PHY 322 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
272,KAISER HEALTH PLAN 1 NORTH PHY 631 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
273,KAISER HEALTH PLAN BAYHILL PHY 353 ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
274,KAISER HEALTH PLAN BIRCH PHY 372 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
275,KAISER HEALTH PLAN BLDG D PHY 632 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
276,KAISER HEALTH PLAN CYPRESS MOB PHY 371 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
277,KAISER HEALTH PLAN FAMILY PHY 635 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
278,KAISER HEALTH PLAN MAIN PHY 381 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
279,KAISER HEALTH PLAN MAIN PHY 752 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
280,KAISER HEALTH PLAN MANTECA PHY NO 491 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95337
281,KAISER HEALTH PLAN MOB 1 PHY 684 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
282,KAISER HEALTH PLAN PHARMACY NO 338 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
283,KAISER HEALTH PLAN PHY 421 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94041
284,KAISER HEALTH PLAN SOUTH PHY 383 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
285,KAISER HEALTH PLAN TWO NORTH PHY #637 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
286,KAISER ONCOLOGY PHARMACY #680 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
287,KAISER ONCOLOGY PHARMACY #683 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
288,KAISER ONCOLOGY PHRMCY #638 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
289,KAISER PERMANENTE PHARMACY #329 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
290,KAISER PERMANENTE PHARMACY #339 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94403
291,KAISER PERMANENTE PHARMACY #341 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94015
292,KAISER PERMANENTE PHARMACY #351 ,License Type: Pharmacy (Community),SOUTH SAN FRANCISCO, SAN MATEO, 94080
293,KAISER PERMANENTE PHARMACY #358 ,License Type: Pharmacy (Community),S SAN FRANCISCO, SAN MATEO, 94080
294,KAISER PERMANENTE PHARMACY #377 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
295,KAISER PERMANENTE PHARMACY #414 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
296,KAISER PERMANENTE PHARMACY #431 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95377
297,KAISER PERMANENTE PHARMACY #441 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
298,KAISER PERMANENTE PHARMACY #443 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
299,KAISER PERMANENTE PHARMACY #444 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
300,KAISER PERMANENTE PHARMACY #453 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
301,KAISER PERMANENTE PHARMACY #634 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
302,KAISER PERMANENTE PHARMACY #685 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
303,KAISER PERMANENTE PHARMACY #791 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95110
304,KAISER PERMANENTE PHARMACY #941 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94158
305,KAISER PERMANENTE PHARMACY 442 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
306,KAISER PERMANENTE PHARMACY NO 357 ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
307,KAISER PERMANENTE PHRMCY #447 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
308,KML PHARMACY INC ,License Type: Pharmacy (Community),CUPERTINO, SANTA CLARA, 95014
309,KOHANA PHARMACY AND CENTER FOR REGENERATIVE MEDICINE ,License Type: Pharmacy (Community),Accusation filed, SAN LUIS OBISPO, 93401
310,KOSHLAND PHARM: CUSTOM COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94105
311,LA JOYA PHARMACY ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93458
312,LATHROP PHARMACY ,License Type: Pharmacy (Community),LATHROP, SAN JOAQUIN, 95330
313,LEI COMPOUNDING ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
314,LEXANN PHARMACY INC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95121
315,LIFE CONNECTIONS HEALTH CENTER PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95134
316,LINDA RX PHARMACY INC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95121
317,LION PHARMACY INC ,License Type: Pharmacy (Community),Accusation filed, SANTA CLARA, 95111
318,LOCKEFORD DRUG ,License Type: Pharmacy (Community),LOCKEFORD, SAN JOAQUIN, 95237
319,LOMPOC VALLEY MEDICAL CENTER ONCOLOGY-HEMATOLOGY SERVICES ,License Type: Pharmacy (Government Owned Community),LOMPOC, SANTA BARBARA, 93436
320,LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9945 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
321,LONGS DRUG STORES CALIFORNIA LLC DBA CVS PHARMACY #9498 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
322,LOS ALAMITOS PHARMACY INC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
323,LOS OSOS REXALL ,License Type: Pharmacy (Community),LOS OSOS, SAN LUIS OBISPO, 93402
324,LPCH CHILDREN'S HOME PHARMACY ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
325,LUCILE PACKARD CHILDRENS HOSPITAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94304
326,LUCKY CA PHARMACY #707 ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94014
327,LUCKY PHARMACY #233 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95127
328,LUCKY PHARMACY #710 ,License Type: Pharmacy (Community),FOSTER CITY, SAN MATEO, 94404
329,LUCKY PHARMACY #723 ,License Type: Pharmacy (Community),LOS ALTOS, SANTA CLARA, 94022
330,LUCKY PHARMACY #748 ,License Type: Pharmacy (Community),SAN BRUNO, SAN MATEO, 94066
331,LUCKY PHARMACY #749 ,License Type: Pharmacy (Community),SAN CARLOS, SAN MATEO, 94070
332,LUCKY PHARMACY #755 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94132
333,LUCKY PHARMACY #756 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
334,LUCKY PHARMACY #757 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
335,LUCKY PHARMACY #758 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
336,LUCKY PHARMACY #759 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
337,LUCKY PHARMACY #761 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95130
338,LUCKY PHARMACY #763 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
339,LUCKY PHARMACY #773 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
340,LUCKY PHARMACY #780 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94085
341,MARCH LANE MEDICAL PHARMACY ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
342,MARINER ADVANCED PHARMACY CORP ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94401
343,MAXIMART PHARMACY ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94306
344,MC KEE MEDICAL PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95116
345,MED-PLACE PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95128
346,MEDEX HM PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95113
347,MEDICAL PAVILION PHARMACY ,License Type: Pharmacy (Community),Public Reprimand, SANTA CLARA, 95020
348,MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94304
349,MEDICINE SHOPPE NO 793 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93105
350,MEGA DRUGS LLC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95112
351,MISSION HOPE INFUSION CENTER ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
352,MISSION NEIGHBORHOOD HLTH CTR PHCY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
353,MISSION WELLNESS PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
354,MISSION WELLNESS PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94110
355,MODEL DRUG ,License Type: Pharmacy (Community),PISMO BEACH, SAN LUIS OBISPO, 93449
356,MORRO BAY DRUG AND GIFT ,License Type: Pharmacy (Community),MORRO BAY, SAN LUIS OBISPO, 93442
357,NEMS - CLEMENT PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
358,NEMS - EASTMOOR PHARMACY ,License Type: Pharmacy (Community),DALY CITY, SAN MATEO, 94015
359,NEMS - LUNDY PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95131
360,NEMS - SAN BRUNO PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94134
361,NEMS-NORIEGA PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94122
362,NIMBLE PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94124
363,NIMBLE PHARMACY ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
364,NIPOMO REXALL DRUGS ,License Type: Pharmacy (Community),NIPOMO, SAN LUIS OBISPO, 93444
365,NOB HILL PHARMACY #602 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
366,NOB HILL PHARMACY #628 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94065
367,NOB HILL PHARMACY #635 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
368,NORTH EAST MEDICAL SERVICES PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94133
369,NORTHERN CALIFORNIA YOUTH CENTER ,License Type: Correctional Pharmacy,STOCKTON, SAN JOAQUIN, 95213
370,NOWRX ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94043
371,OMNICARE OF NORTHERN CALIFORNIA ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95240
372,PACIFIC COMPOUNDING PHARMACY & CONSULTATIONS INC ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
373,PARNASSUS HEIGHTS PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
374,PHARMA101 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
375,PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95030
376,PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
377,PHARMACA INTEGRATIVE PHARMACY INC ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94117
378,PHARMERICA ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
379,POST AND DIVISADERO MEDICAL PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
380,PRESCRIPTION HEADQUARTERS INC ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95122
381,PRESCRIPTION PHARMACY ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93110
382,PRESCRIPTION PHARMACY ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93105
383,"PROCARE PHARMACY, L.L.C DBA CVS/PHARMACY ",License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
384,PUBLIC HEALTH PHARMACY - SANTA MARIA ,License Type: Pharmacy (Government Owned Community),SANTA MARIA, SANTA BARBARA, 93455
385,PUBLIC HEALTH PHARMACY-LOMPOC ,License Type: Pharmacy (Government Owned Community),LOMPOC, SANTA BARBARA, 93436
386,RALEYS PHARMACY #306 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95212
387,RALEYS PHARMACY #311 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95336
388,RALEYS PHARMACY #317 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
389,RALEYS PHARMACY #445 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95242
390,RALPHS PHARMACY 70300271 ,License Type: Pharmacy (Community),LOS OSOS, SAN LUIS OBISPO, 93402
391,RALPHS PHARMACY 70300680 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93101
392,RELIABLE REXALL SUNSET PHARMACY ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94122
393,RITE AID #5825 ,License Type: Pharmacy (Community),ARROYO GRANDE, SAN LUIS OBISPO, 93420
394,RITE AID #5987 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
395,RITE AID #6490 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
396,RITE AID #6510 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95210
397,RITE AID 5776 ,License Type: Pharmacy (Community),CARPINTERIA, SANTA BARBARA, 93013
398,RITE AID 5788 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93103
399,RITE AID 5789 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93101
400,RITE AID 5790 ,License Type: Pharmacy (Community),SANTA BARBARA, SANTA BARBARA, 93109
401,RITE AID 5791 ,License Type: Pharmacy (Community),GOLETA, SANTA BARBARA, 93117
402,RITE AID 5820 ,License Type: Pharmacy (Community),SAN LUIS OBISPO, SAN LUIS OBISPO, 93401
403,RITE AID 5821 ,License Type: Pharmacy (Community),LOS OSOS, SAN LUIS OBISPO, 93402
404,RITE AID 5824 ,License Type: Pharmacy (Community),ARROYO GRANDE, SAN LUIS OBISPO, 93420
405,RITE AID 5827 ,License Type: Pharmacy (Community),ATASCADERO, SAN LUIS OBISPO, 93422
406,RITE AID 5830 ,License Type: Pharmacy (Community),MORRO BAY, SAN LUIS OBISPO, 93442
407,RITE AID 5831 ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
408,RITE AID 5832 ,License Type: Pharmacy (Community),PASO ROBLES, SAN LUIS OBISPO, 93446
409,RITE AID 5833 ,License Type: Pharmacy (Community),PISMO BEACH, SAN LUIS OBISPO, 93449
410,RITE AID 5835 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93458
411,RITE AID 5836 ,License Type: Pharmacy (Community),SANTA MARIA, SANTA BARBARA, 93454
412,RITE AID 5885 ,License Type: Pharmacy (Community),HALF MOON BAY, SAN MATEO, 94019
413,RITE AID 5886 ,License Type: Pharmacy (Community),LOS ALTOS, SANTA CLARA, 94024
414,RITE AID 5890 ,License Type: Pharmacy (Community),PACIFICA, SAN MATEO, 94044
415,RITE AID 5891 ,License Type: Pharmacy (Community),PACIFICA, SAN MATEO, 94044
416,RITE AID 5892 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94061
417,RITE AID 5902 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94402
418,RITE AID 5903 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94403
419,RITE AID 5967 ,License Type: Pharmacy (Community),CUPERTINO, SANTA CLARA, 95014
420,RITE AID 5970 ,License Type: Pharmacy (Community),GILROY, SANTA CLARA, 95020
421,RITE AID 5972 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
422,RITE AID 5976 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95051
423,RITE AID 5983 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95119
424,RITE AID 5984 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95120
425,RITE AID 5985 ,License Type: Pharmacy (Community),Probation Terminated/Completed, SANTA CLARA, 95121
426,RITE AID 5988 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95125
427,RITE AID 5991 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95127
428,RITE AID 5992 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95127
429,RITE AID 5993 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95128
430,RITE AID 5994 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
431,RITE AID 5996 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95205
432,RITE AID 5998 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
433,RITE AID 6000 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95240
434,RITE AID 6005 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95337
435,RITE AID 6185 ,License Type: Pharmacy (Community),SOLVANG, SANTA BARBARA, 93463
436,RITE AID NO 5893 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94061
437,RITE AID NO 5975 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
438,RITE AID NO 6291 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
439,RITE AID NO 6434 ,License Type: Pharmacy (Community),ESCALON, SAN JOAQUIN, 95320
440,RX EXPRESS PHARMACY ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95202
441,S-MART PHARMACY #209 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95240
442,S-MART PHARMACY #91 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
443,SAFEWAY PHARMACY #0305 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94063
444,SAFEWAY PHARMACY #0316 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95136
445,SAFEWAY PHARMACY #0695 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95120
446,SAFEWAY PHARMACY #0705 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94043
447,SAFEWAY PHARMACY #0747 ,License Type: Pharmacy (Community),REDWOOD CITY, SAN MATEO, 94061
448,SAFEWAY PHARMACY #0785 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94121
449,SAFEWAY PHARMACY #0909 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94116
450,SAFEWAY PHARMACY #0964 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94112
451,SAFEWAY PHARMACY #0970 ,License Type: Pharmacy (Community),SAN MATEO, SAN MATEO, 94402
452,SAFEWAY PHARMACY #0985 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94122
453,SAFEWAY PHARMACY #0995 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94115
454,SAFEWAY PHARMACY #0997 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95118
455,SAFEWAY PHARMACY #1138 ,License Type: Pharmacy (Community),BELMONT, SAN MATEO, 94002
456,SAFEWAY PHARMACY #1196 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
457,SAFEWAY PHARMACY #1245 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
458,SAFEWAY PHARMACY #1293 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
459,SAFEWAY PHARMACY #1439 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
460,SAFEWAY PHARMACY #1455 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
461,SAFEWAY PHARMACY #1465 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95129
462,SAFEWAY PHARMACY #1476 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95126
463,SAFEWAY PHARMACY #1483 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95125
464,SAFEWAY PHARMACY #1490 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94103
465,SAFEWAY PHARMACY #1507 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94114
466,SAFEWAY PHARMACY #1547 ,License Type: Pharmacy (Community),BURLINGAME, SAN MATEO, 94010
467,SAFEWAY PHARMACY #1648 ,License Type: Pharmacy (Community),LODI, SAN JOAQUIN, 95242
468,SAFEWAY PHARMACY #1682 ,License Type: Pharmacy (Community),PALO ALTO, SANTA CLARA, 94306
469,SAFEWAY PHARMACY #1711 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94123
470,SAFEWAY PHARMACY #1769 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95204
471,SAFEWAY PHARMACY #1879 ,License Type: Pharmacy (Community),MILPITAS, SANTA CLARA, 95035
472,SAFEWAY PHARMACY #1891 ,License Type: Pharmacy (Community),MORGAN HILL, SANTA CLARA, 95037
473,SAFEWAY PHARMACY #1990 ,License Type: Pharmacy (Community),SANTA CLARA, SANTA CLARA, 95054
474,SAFEWAY PHARMACY #2600 ,License Type: Pharmacy (Community),TRACY, SAN JOAQUIN, 95376
475,SAFEWAY PHARMACY #2606 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94107
476,SAFEWAY PHARMACY #2646 ,License Type: Pharmacy (Community),SAN FRANCISCO, SAN FRANCISCO, 94118
477,SAFEWAY PHARMACY #2707 ,License Type: Pharmacy (Community),STOCKTON, SAN JOAQUIN, 95207
478,SAFEWAY PHARMACY #2719 ,License Type: Pharmacy (Community),MENLO PARK, SAN MATEO, 94025
479,SAFEWAY PHARMACY #2814 ,License Type: Pharmacy (Community),LOS ALTOS, SANTA CLARA, 94022
480,SAFEWAY PHARMACY #2815 ,License Type: Pharmacy (Community),LOS GATOS, SANTA CLARA, 95032
481,SAFEWAY PHARMACY #2878 ,License Type: Pharmacy (Community),MILLBRAE, SAN MATEO, 94030
482,SAFEWAY PHARMACY #2887 ,License Type: Pharmacy (Community),SUNNYVALE, SANTA CLARA, 94087
483,SAFEWAY PHARMACY #2900 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95123
484,SAFEWAY PHARMACY #2948 ,License Type: Pharmacy (Community),MOUNTAIN VIEW, SANTA CLARA, 94040
485,SAFEWAY PHARMACY #3095 ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95148
486,SAFEWAY PHARMACY #3124 ,License Type: Pharmacy (Community),MANTECA, SAN JOAQUIN, 95337
487,SAFEWAY PHARMACY #3241 ,License Type: Pharmacy (Community),CAMPBELL, SANTA CLARA, 95008
488,SAFEWAY PHARMACY #3251 ,License Type: Pharmacy (Community),CUPERTINO, SANTA CLARA, 95014
489,SAFEWAY PHARMACY #4905 ,License Type: Pharmacy (Community),Accusation filed, SANTA CLARA, 95138
490,SAMARITAN APOTHECARY PHARMACY ,License Type: Pharmacy (Community),SAN JOSE, SANTA CLARA, 95124
