name,license_type,county,city,zip
KAISER PERMANENTE PHARMACY #524 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
KAISER PERMANENTE PHARMACY #531 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
KAISER PERMANENTE PHARMACY #531C ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
KAISER PERMANENTE PHARMACY #532 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
KAISER PERMANENTE PHARMACY #533 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92518
KAISER PERMANENTE PHARMACY #596 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
KAISER PERMANENTE PHARMACY #607 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
KAISER PERMANENTE PHARMACY #608 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
KAISER PERMANENTE PHARMACY #609 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
KAISER PERMANENTE PHARMACY #610 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
KAISER PERMANENTE PHARMACY #868 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
KAISER PERMANENTE PHARMACY #869 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
KAISER PERMANENTE PHARMACY #971 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95814
KAISER PERMANENTE PHARMACY #979 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95814
KAISER PERMANENTE PHARMACY 502 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
KAISER PERMANENTE PHARMACY 506 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
KAISER PERMANENTE PHARMACY 513 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
KAISER PERMANENTE PHARMACY NO 514 ,License Type: Pharmacy (Community),WILDOMAR, RIVERSIDE, 92595
KAISER PERMANENTE PHARMACY NO 515 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
KAISER PERMANENTE PHARMACY NO 516 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
KAISER PERMANENTE PHARMACY NO 613 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
KAISER PERMANENTE PHRMCY #266 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
KAISER PERMANENTE PHRMCY #525 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92590
KAISER POINT WEST MAIN PHY 626 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
KAISER SIERRA GARDENS PHY 593 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
KIM PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
KIM PHARMACY #3 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
LA BOTICA PHARMACY ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
LA BUENA VIDA PHARMACY ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
LA QUINTA PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
LAGUNA PHARMACY INC ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
LAKE VIEW PHARMACY ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
LAS PALMAS PHARMACY ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
LASSEN DRUG ,License Type: Pharmacy (Community),CHESTER, PLUMAS, 96020
LIFETIME VALUE PHARMACY INC ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
LINCOLN PHARMACY ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
LOMA LINDA UNIVERSITY - HIGHLAND SPRINGS PHARMACY ,License Type: Pharmacy (Community),BEAUMONT, RIVERSIDE, 92223
LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA POB PHARMACY ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9153 ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9322 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
LONGS DRUGS STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9976 ,License Type: Pharmacy (Community),TAHOE CITY, PLACER, 96145
LOTUS PHARMACY ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
LUCKY PHARMACY #719 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
MAIN STREET PHARMACY INC ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
MASON PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95824
MECCA PHARMACY ,License Type: Pharmacy (Community),MECCA, RIVERSIDE, 92254
MED-AID PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
MEDCARE PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
MEDPERX PHARMACY ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92570
MEDPRO PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
MEDVILLE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
MERCY PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
MIDTOWN PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
MORENO VALLEY PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
MORONGO INDIAN CLINIC PHARMACY ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
MY TOWN PHARMACY ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92570
NEW HOPE PHARMACY ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
NOB HILL PHARMACY #605 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
NUEVO PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92571
NUFACTOR INC ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92590
NUTRISHARE INC ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
OMNICARE OF SACRAMENTO ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
ONE COMMUNITY HEALTH PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95811
OPTIMAL PHARMACEUTICAL MANAGEMENT ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
OPTION CARE ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
ORANGE EXPRESS PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
"PACIFIC WEST PHARMACY, INC. ",License Type: Pharmacy (Community),Probation, PLACER, 95677
PALM DESERT DRUGS ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
PALMIERI PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
PARK VIEW MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
PARKE VISTA PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
PARKSIDE PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
PARKVIEW MEDICAL PLAZA PHARMACY LTC ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
PAVILION PHARMACY AT UC DAVIS MEDICAL CENTER ,License Type: Pharmacy (Government Owned Community),SACRAMENTO, SACRAMENTO, 95817
PAYLESS PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
PECHANGA INDIAN HEALTH CLINIC PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92390
PERRIS HILLS PHARMACY ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92570
PETNET PHARMACEUTICAL ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
PHARMACY EXPRESS ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92509
PHARMACY OF THE DESERT ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
PHARMCO DRUGS ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
PHARMERICA ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
PHARMERICA ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
PORTOLA VILLAGE PHARMACY ,License Type: Pharmacy (Community),PORTOLA, PLUMAS, 96122
PROCARE PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92562
PROFESSIONAL VILLAGE PHARMACY INC ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
PUCCI'S PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
QUINCY PHARMACY ,License Type: Pharmacy (Community),QUINCY, PLUMAS, 95971
RAINCROSS PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
RALEY'S PHARMACY #438 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
RALEYS PHARMACY #227 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
RALEYS PHARMACY #228 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
RALEYS PHARMACY #229 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
RALEYS PHARMACY #230 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
RALEYS PHARMACY #231 ,License Type: Pharmacy (Community),LOOMIS, PLACER, 95650
RALEYS PHARMACY #239 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
RALEYS PHARMACY #302 ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
RALEYS PHARMACY #405 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
RALEYS PHARMACY #409 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
RALEYS PHARMACY #410 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
RALEYS PHARMACY #412 ,License Type: Pharmacy (Community),GRANITE BAY, PLACER, 95746
RALEYS PHARMACY #416 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95821
RALEYS PHARMACY #417 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
RALEYS PHARMACY #420 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95826
RALEYS PHARMACY #421 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
RALEYS PHARMACY #431 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
RALEYS PHARMACY #443 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
RALEYS PHARMACY #447 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
RALPHS PHARMACY 70300045 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92880
RALPHS PHARMACY 70300098 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
RALPHS PHARMACY 70300118 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
RALPHS PHARMACY 70300136 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
RALPHS PHARMACY 70300160 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
RALPHS PHARMACY 70300611 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
RALPHS PHARMACY 70300681 ,License Type: Pharmacy (Community),BERMUDA DUNES, RIVERSIDE, 92201
RALPHS PHARMACY 70300686 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
RANCHO PUEBLO PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
RANCHO SPRINGS OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92562
REMEDY RX ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
RIO COSUMNES CORRECTIONAL CENTER ,License Type: Correctional Pharmacy,ELK GROVE, SACRAMENTO, 95757
RITE AID #4062 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
RITE AID #5671 ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
RITE AID #5673 ,License Type: Pharmacy (Community),BLYTHE, RIVERSIDE, 92225
RITE AID #6246 ,License Type: Pharmacy (Community),BERMUDA DUNES, RIVERSIDE, 92203
RITE AID #6438 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
RITE AID #6458 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
RITE AID #6461 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
RITE AID #6481 ,License Type: Pharmacy (Community),WILDOMAR, RIVERSIDE, 92595
RITE AID #6486 ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
RITE AID #6494 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
RITE AID #6505 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
RITE AID #6509 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
RITE AID #6520 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
RITE AID #6529 ,License Type: Pharmacy (Community),BEAUMONT, RIVERSIDE, 92223
RITE AID #6532 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
RITE AID #6547 ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
RITE AID #6560 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
RITE AID 5469 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
RITE AID 5670 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
RITE AID 5672 ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
RITE AID 5676 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
RITE AID 5678 ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
RITE AID 5681 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
RITE AID 5682 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
RITE AID 5683 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
RITE AID 5684 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
RITE AID 5704 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
RITE AID 5712 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
RITE AID 5715 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
RITE AID 5716 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
RITE AID 5717 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
RITE AID 5722 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92544
RITE AID 5724 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
RITE AID 5728 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
RITE AID 5730 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
RITE AID 5971 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
RITE AID 6042 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
RITE AID 6043 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
RITE AID 6045 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95610
RITE AID 6054 ,License Type: Pharmacy (Community),NORTH HIGHLANDS, SACRAMENTO, 95660
RITE AID 6059 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
RITE AID 6062 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
RITE AID 6073 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
RITE AID 6076 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
RITE AID 6079 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
RITE AID 6080 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
RITE AID 6081 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95826
RITE AID 6082 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
RITE AID 6083 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
RITE AID 6084 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95831
RITE AID 6093 ,License Type: Pharmacy (Community),QUINCY, PLUMAS, 95971
RITE AID 6106 ,License Type: Pharmacy (Community),KINGS BEACH, PLACER, 96143
RITE AID NO 5679 ,License Type: Pharmacy (Community),DESERT HOT SPRINGS, RIVERSIDE, 92240
RITE AID NO 5718 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92509
RITE AID NO 5725 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92557
RITE AID NO 5727 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
RITE AID NO 5729 ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92571
RITE AID NO 6044 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
RITE AID NO 6049 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
RITE AID NO 6069 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95814
RITE AID NO 6071 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
RITE AID NO 6072 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
RITE AID NO 6074 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95824
RITE AID NO 6086 ,License Type: Pharmacy (Community),ANTELOPE, SACRAMENTO, 95843
RITE AID NO 6228 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95838
RITE AID NO 6231 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
RITE AID NO 6264 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95829
RITE AID NO 6266 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
RITE AID NO 6293 ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
RITE AID NO 6403 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95821
RITE AID NO 6432 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
RITE AID NO 6448 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
RITE AID NO 6457 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
RITE AID NO 6469 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
RIVER'S EDGE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
RIVERSIDE COUNTY RUBIDOUX PHARMACY ,License Type: Pharmacy (Government Owned Community),JURUPA VALLEY, RIVERSIDE, 92509
RIVERSIDE PHARMACY & COMPOUNDING ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
RIVERWALK PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92505
ROSE PHARMACY ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
RUHS- BEHAVIORAL HEALTH RETAIL PHARMACY ,License Type: Pharmacy (Government Owned Community),RIVERSIDE, RIVERSIDE, 92503
RUHS- MC - RETAIL PHARMACY ,License Type: Pharmacy (Government Owned Community),MORENO VALLEY, RIVERSIDE, 92555
RUHS- NEIGHBORHOOD PHARMACY ,License Type: Pharmacy (Government Owned Community),RIVERSIDE, RIVERSIDE, 92504
RUHS-CORONA PHARMACY ,License Type: Pharmacy (Government Owned Community),CORONA, RIVERSIDE, 92882
RX EXPRESS PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92504
SACRAMENTO COUNTY MAIN JAIL ,License Type: Correctional Pharmacy,SACRAMENTO, SACRAMENTO, 95814
SACRAMENTO COUNTY YOUTH DETENTION FACILITY ,License Type: Correctional Pharmacy,SACRAMENTO, SACRAMENTO, 95827
SACRAMENTO MNTL HLTH TREATMENT CTR PHY ,License Type: Pharmacy (Government Owned Community),SACRAMENTO, SACRAMENTO, 95817
"SACRAMENTO STATE, STUDENT HEALTH SERVICES PHARMACY ",License Type: Pharmacy (Government Owned Community),SACRAMENTO, SACRAMENTO, 95819
SAFEWAY PHARMACY #1530 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
SAFEWAY PHARMACY #1531 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
SAFEWAY PHARMACY #1592 ,License Type: Pharmacy (Community),KINGS BEACH, PLACER, 96143
SAFEWAY PHARMACY #1617 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
SAFEWAY PHARMACY #1647 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
SAFEWAY PHARMACY #1746 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
SAFEWAY PHARMACY #1757 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
SAFEWAY PHARMACY #1761 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
SAFEWAY PHARMACY #1794 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
SAFEWAY PHARMACY #1846 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
SAFEWAY PHARMACY #1866 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95765
SAFEWAY PHARMACY #1890 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
SAFEWAY PHARMACY #1895 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
SAFEWAY PHARMACY #1899 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
SAFEWAY PHARMACY #2242 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
SAFEWAY PHARMACY #2620 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
SAFEWAY PHARMACY #2684 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95811
SAFEWAY PHARMACY #2697 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
SAFEWAY PHARMACY #3122 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95630
SAIL DRUG ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
SALINAS PHARMACY ,License Type: Pharmacy (Community),BLYTHE, RIVERSIDE, 92225
SAM'S CLUB PHARMACY 6620 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
SAM'S CLUB PHARMACY NO 10-6378 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
SAM'S PHARMACY #10-4822 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
SAM'S PHARMACY #10-6609 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
SAM'S PHARMACY #10-6621 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
SAM'S PHARMACY 10-6622 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
SAM'S PHARMACY NO 10-4709 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
SAM'S PHARMACY NO 10-4799 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
SAN JACINTO PHARMACY ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
SAV-ON PHARMACY #1569 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
SAV-ON PHARMACY #1641 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 92880
SAV-ON PHARMACY #2514 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92508
SAV-ON PHARMACY #2572 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
SAV-ON PHARMACY #2586 ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
SAV-ON PHARMACY #2743 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
SAV-ON PHARMACY #2796 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
SAV-ON PHARMACY #3559 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
SAV-ON PHARMACY #4706 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
SAV-ON PHARMACY #609 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
SAV-ON PHARMACY #728 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
SAV-ON PHARMACY #734 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
SAV-ON PHARMACY #735 ,License Type: Pharmacy (Community),WILDOMAR, RIVERSIDE, 92595
SAV-ON PHARMACY #753 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
SAV-ON PHARMACY #798 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
SAVE MART SUPERMARKETS #601 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
SAVE MART SUPERMARKETS #616 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95765
SAVE MART SUPERMARKETS #617 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
SAVE MART SUPERMARKETS #619 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
SAVE MART SUPERMARKETS #625 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
SIERRA COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),Public Reprimand, PLACER, 95603
SOBOBA INDIAN HEALTH CLINIC PHARMACY ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
SPENCERS PRESCRIPTION PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
STETSON FAMILY PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
STUDENT HEALTH SERVICES PHARMACY ,License Type: Pharmacy (Government Owned Community),RIVERSIDE, RIVERSIDE, 92521
SUPER CARE PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
SUPERIOR CARE PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92883
SUTTER INFUSION AND PHARMACY SERVICES ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
SUTTER MEDICAL CENTER SACRAMENTO INFUSION PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
