,name,license_type,county,city,zip
254,KAISER HSP MORSE 1ST FLOOR PHY 616 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
255,KAISER ONCOLOGY PHARMACY #520 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
256,KAISER ONCOLOGY PHARMACY #597 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
257,KAISER ONCOLOGY PHARMACY #868 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
258,KAISER PERMANENTE PHARMACY #261 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
259,KAISER PERMANENTE PHARMACY #281 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
260,KAISER PERMANENTE PHARMACY #301 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
261,KAISER PERMANENTE PHARMACY #303 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95757
262,KAISER PERMANENTE PHARMACY #508 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
263,KAISER PERMANENTE PHARMACY #524 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
264,KAISER PERMANENTE PHARMACY #531 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
265,KAISER PERMANENTE PHARMACY #531C ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92555
266,KAISER PERMANENTE PHARMACY #532 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
267,KAISER PERMANENTE PHARMACY #533 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92518
268,KAISER PERMANENTE PHARMACY #596 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
269,KAISER PERMANENTE PHARMACY #607 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
270,KAISER PERMANENTE PHARMACY #608 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
271,KAISER PERMANENTE PHARMACY #609 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
272,KAISER PERMANENTE PHARMACY #610 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
273,KAISER PERMANENTE PHARMACY #868 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
274,KAISER PERMANENTE PHARMACY #869 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
275,KAISER PERMANENTE PHARMACY #971 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95814
276,KAISER PERMANENTE PHARMACY #979 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95814
277,KAISER PERMANENTE PHARMACY 502 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
278,KAISER PERMANENTE PHARMACY 506 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
279,KAISER PERMANENTE PHARMACY 513 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
280,KAISER PERMANENTE PHARMACY NO 514 ,License Type: Pharmacy (Community),WILDOMAR, RIVERSIDE, 92595
281,KAISER PERMANENTE PHARMACY NO 515 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92505
282,KAISER PERMANENTE PHARMACY NO 516 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
283,KAISER PERMANENTE PHARMACY NO 613 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
284,KAISER PERMANENTE PHRMCY #266 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
285,KAISER PERMANENTE PHRMCY #525 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92590
286,KAISER POINT WEST MAIN PHY 626 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95815
287,KAISER SIERRA GARDENS PHY 593 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
288,KIM PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
289,KIM PHARMACY #3 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
290,LA BOTICA PHARMACY ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
291,LA BUENA VIDA PHARMACY ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
292,LA QUINTA PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
293,LAGUNA PHARMACY INC ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
294,LAKE VIEW PHARMACY ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
295,LAS PALMAS PHARMACY ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
296,LASSEN DRUG ,License Type: Pharmacy (Community),CHESTER, PLUMAS, 96020
297,LIFETIME VALUE PHARMACY INC ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
298,LINCOLN PHARMACY ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
299,LOMA LINDA UNIVERSITY - HIGHLAND SPRINGS PHARMACY ,License Type: Pharmacy (Community),BEAUMONT, RIVERSIDE, 92223
300,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA POB PHARMACY ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
301,LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9153 ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
302,LONGS DRUG STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9322 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
303,LONGS DRUGS STORES CALIFORNIA LLC D/B/A CVS/PHARMACY #9976 ,License Type: Pharmacy (Community),TAHOE CITY, PLACER, 96145
304,LOTUS PHARMACY ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
305,LUCKY PHARMACY #719 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
306,MAIN STREET PHARMACY INC ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
307,MASON PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95824
308,MECCA PHARMACY ,License Type: Pharmacy (Community),MECCA, RIVERSIDE, 92254
309,MED-AID PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
310,MEDCARE PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
311,MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
312,MEDPERX PHARMACY ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92570
313,MEDPRO PHARMACY ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
314,MEDVILLE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
315,MERCY PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
316,MIDTOWN PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
317,MORENO VALLEY PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
318,MORONGO INDIAN CLINIC PHARMACY ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
319,MY TOWN PHARMACY ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92570
320,NEW HOPE PHARMACY ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
321,NOB HILL PHARMACY #605 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
322,NUEVO PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92571
323,NUFACTOR INC ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92590
324,NUTRISHARE INC ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
325,OMNICARE OF SACRAMENTO ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
326,ONE COMMUNITY HEALTH PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95811
327,OPTIMAL PHARMACEUTICAL MANAGEMENT ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
328,OPTION CARE ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
329,ORANGE EXPRESS PHARMACY ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
330,"PACIFIC WEST PHARMACY, INC. ",License Type: Pharmacy (Community),Probation, PLACER, 95677
331,PALM DESERT DRUGS ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
332,PALMIERI PHARMACY ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92879
333,PARK VIEW MEDICAL PLAZA PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
334,PARKE VISTA PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
335,PARKSIDE PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
336,PARKVIEW MEDICAL PLAZA PHARMACY LTC ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
337,PAVILION PHARMACY AT UC DAVIS MEDICAL CENTER ,License Type: Pharmacy (Government Owned Community),SACRAMENTO, SACRAMENTO, 95817
338,PAYLESS PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95833
339,PECHANGA INDIAN HEALTH CLINIC PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92390
340,PERRIS HILLS PHARMACY ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92570
341,PETNET PHARMACEUTICAL ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95820
342,PHARMACY EXPRESS ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92509
343,PHARMACY OF THE DESERT ,License Type: Pharmacy (Community),LA QUINTA, RIVERSIDE, 92253
344,PHARMCO DRUGS ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
345,PHARMERICA ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
346,PHARMERICA ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95834
347,PORTOLA VILLAGE PHARMACY ,License Type: Pharmacy (Community),PORTOLA, PLUMAS, 96122
348,PROCARE PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92562
349,PROFESSIONAL VILLAGE PHARMACY INC ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
350,PUCCI'S PHARMACY ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
351,QUINCY PHARMACY ,License Type: Pharmacy (Community),QUINCY, PLUMAS, 95971
352,RAINCROSS PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
353,RALEY'S PHARMACY #438 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95823
354,RALEYS PHARMACY #227 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
355,RALEYS PHARMACY #228 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
356,RALEYS PHARMACY #229 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
357,RALEYS PHARMACY #230 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
358,RALEYS PHARMACY #231 ,License Type: Pharmacy (Community),LOOMIS, PLACER, 95650
359,RALEYS PHARMACY #239 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
360,RALEYS PHARMACY #302 ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
361,RALEYS PHARMACY #405 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
362,RALEYS PHARMACY #409 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
363,RALEYS PHARMACY #410 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
364,RALEYS PHARMACY #412 ,License Type: Pharmacy (Community),GRANITE BAY, PLACER, 95746
365,RALEYS PHARMACY #416 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95821
366,RALEYS PHARMACY #417 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
367,RALEYS PHARMACY #420 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95826
368,RALEYS PHARMACY #421 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
369,RALEYS PHARMACY #431 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
370,RALEYS PHARMACY #443 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
371,RALEYS PHARMACY #447 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
372,RALPHS PHARMACY 70300045 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92880
373,RALPHS PHARMACY 70300098 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
374,RALPHS PHARMACY 70300118 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
375,RALPHS PHARMACY 70300136 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92882
376,RALPHS PHARMACY 70300160 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
377,RALPHS PHARMACY 70300611 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
378,RALPHS PHARMACY 70300681 ,License Type: Pharmacy (Community),BERMUDA DUNES, RIVERSIDE, 92201
379,RALPHS PHARMACY 70300686 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
380,RANCHO PUEBLO PHARMACY ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
381,RANCHO SPRINGS OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92562
382,REMEDY RX ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
383,RIO COSUMNES CORRECTIONAL CENTER ,License Type: Correctional Pharmacy,ELK GROVE, SACRAMENTO, 95757
384,RITE AID #4062 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
385,RITE AID #5671 ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
386,RITE AID #5673 ,License Type: Pharmacy (Community),BLYTHE, RIVERSIDE, 92225
387,RITE AID #6246 ,License Type: Pharmacy (Community),BERMUDA DUNES, RIVERSIDE, 92203
388,RITE AID #6438 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
389,RITE AID #6458 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
390,RITE AID #6461 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
391,RITE AID #6481 ,License Type: Pharmacy (Community),WILDOMAR, RIVERSIDE, 92595
392,RITE AID #6486 ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
393,RITE AID #6494 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95624
394,RITE AID #6505 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
395,RITE AID #6509 ,License Type: Pharmacy (Community),LAKE ELSINORE, RIVERSIDE, 92530
396,RITE AID #6520 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
397,RITE AID #6529 ,License Type: Pharmacy (Community),BEAUMONT, RIVERSIDE, 92223
398,RITE AID #6532 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
399,RITE AID #6547 ,License Type: Pharmacy (Community),GALT, SACRAMENTO, 95632
400,RITE AID #6560 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
401,RITE AID 5469 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92592
402,RITE AID 5670 ,License Type: Pharmacy (Community),INDIO, RIVERSIDE, 92201
403,RITE AID 5672 ,License Type: Pharmacy (Community),BANNING, RIVERSIDE, 92220
404,RITE AID 5676 ,License Type: Pharmacy (Community),CATHEDRAL CITY, RIVERSIDE, 92234
405,RITE AID 5678 ,License Type: Pharmacy (Community),COACHELLA, RIVERSIDE, 92236
406,RITE AID 5681 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
407,RITE AID 5682 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
408,RITE AID 5683 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
409,RITE AID 5684 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
410,RITE AID 5704 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92586
411,RITE AID 5712 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
412,RITE AID 5715 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92506
413,RITE AID 5716 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
414,RITE AID 5717 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
415,RITE AID 5722 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92544
416,RITE AID 5724 ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92545
417,RITE AID 5728 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
418,RITE AID 5730 ,License Type: Pharmacy (Community),MENIFEE, RIVERSIDE, 92584
419,RITE AID 5971 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
420,RITE AID 6042 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
421,RITE AID 6043 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95603
422,RITE AID 6045 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95610
423,RITE AID 6054 ,License Type: Pharmacy (Community),NORTH HIGHLANDS, SACRAMENTO, 95660
424,RITE AID 6059 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
425,RITE AID 6062 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
426,RITE AID 6073 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95819
427,RITE AID 6076 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95822
428,RITE AID 6079 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
429,RITE AID 6080 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
430,RITE AID 6081 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95826
431,RITE AID 6082 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
432,RITE AID 6083 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
433,RITE AID 6084 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95831
434,RITE AID 6093 ,License Type: Pharmacy (Community),QUINCY, PLUMAS, 95971
435,RITE AID 6106 ,License Type: Pharmacy (Community),KINGS BEACH, PLACER, 96143
436,RITE AID NO 5679 ,License Type: Pharmacy (Community),DESERT HOT SPRINGS, RIVERSIDE, 92240
437,RITE AID NO 5718 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92509
438,RITE AID NO 5725 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92557
439,RITE AID NO 5727 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
440,RITE AID NO 5729 ,License Type: Pharmacy (Community),PERRIS, RIVERSIDE, 92571
441,RITE AID NO 6044 ,License Type: Pharmacy (Community),CARMICHAEL, SACRAMENTO, 95608
442,RITE AID NO 6049 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
443,RITE AID NO 6069 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95814
444,RITE AID NO 6071 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
445,RITE AID NO 6072 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
446,RITE AID NO 6074 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95824
447,RITE AID NO 6086 ,License Type: Pharmacy (Community),ANTELOPE, SACRAMENTO, 95843
448,RITE AID NO 6228 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95838
449,RITE AID NO 6231 ,License Type: Pharmacy (Community),MORENO VALLEY, RIVERSIDE, 92553
450,RITE AID NO 6264 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95829
451,RITE AID NO 6266 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
452,RITE AID NO 6293 ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
453,RITE AID NO 6403 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95821
454,RITE AID NO 6432 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
455,RITE AID NO 6448 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
456,RITE AID NO 6457 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
457,RITE AID NO 6469 ,License Type: Pharmacy (Community),NORCO, RIVERSIDE, 92860
458,RIVER'S EDGE PHARMACY ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
459,RIVERSIDE COUNTY RUBIDOUX PHARMACY ,License Type: Pharmacy (Government Owned Community),JURUPA VALLEY, RIVERSIDE, 92509
460,RIVERSIDE PHARMACY & COMPOUNDING ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
461,RIVERWALK PHARMACY ,License Type: Pharmacy (Community),Accusation filed, RIVERSIDE, 92505
462,ROSE PHARMACY ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
463,RUHS- BEHAVIORAL HEALTH RETAIL PHARMACY ,License Type: Pharmacy (Government Owned Community),RIVERSIDE, RIVERSIDE, 92503
464,RUHS- MC - RETAIL PHARMACY ,License Type: Pharmacy (Government Owned Community),MORENO VALLEY, RIVERSIDE, 92555
465,RUHS- NEIGHBORHOOD PHARMACY ,License Type: Pharmacy (Government Owned Community),RIVERSIDE, RIVERSIDE, 92504
466,RUHS-CORONA PHARMACY ,License Type: Pharmacy (Government Owned Community),CORONA, RIVERSIDE, 92882
467,RX EXPRESS PHARMACY ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92504
468,SACRAMENTO COUNTY MAIN JAIL ,License Type: Correctional Pharmacy,SACRAMENTO, SACRAMENTO, 95814
469,SACRAMENTO COUNTY YOUTH DETENTION FACILITY ,License Type: Correctional Pharmacy,SACRAMENTO, SACRAMENTO, 95827
470,SACRAMENTO MNTL HLTH TREATMENT CTR PHY ,License Type: Pharmacy (Government Owned Community),SACRAMENTO, SACRAMENTO, 95817
471,"SACRAMENTO STATE, STUDENT HEALTH SERVICES PHARMACY ",License Type: Pharmacy (Government Owned Community),SACRAMENTO, SACRAMENTO, 95819
472,SAFEWAY PHARMACY #1530 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95825
473,SAFEWAY PHARMACY #1531 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
474,SAFEWAY PHARMACY #1592 ,License Type: Pharmacy (Community),KINGS BEACH, PLACER, 96143
475,SAFEWAY PHARMACY #1617 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
476,SAFEWAY PHARMACY #1647 ,License Type: Pharmacy (Community),ELK GROVE, SACRAMENTO, 95758
477,SAFEWAY PHARMACY #1746 ,License Type: Pharmacy (Community),RANCHO CORDOVA, SACRAMENTO, 95670
478,SAFEWAY PHARMACY #1757 ,License Type: Pharmacy (Community),HOLLISTER, SAN BENITO, 95023
479,SAFEWAY PHARMACY #1761 ,License Type: Pharmacy (Community),LINCOLN, PLACER, 95648
480,SAFEWAY PHARMACY #1794 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
481,SAFEWAY PHARMACY #1846 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
482,SAFEWAY PHARMACY #1866 ,License Type: Pharmacy (Community),ROCKLIN, PLACER, 95765
483,SAFEWAY PHARMACY #1890 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
484,SAFEWAY PHARMACY #1895 ,License Type: Pharmacy (Community),FAIR OAKS, SACRAMENTO, 95628
485,SAFEWAY PHARMACY #1899 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95661
486,SAFEWAY PHARMACY #2242 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95816
487,SAFEWAY PHARMACY #2620 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95747
488,SAFEWAY PHARMACY #2684 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95811
489,SAFEWAY PHARMACY #2697 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95835
490,SAFEWAY PHARMACY #3122 ,License Type: Pharmacy (Community),AUBURN, PLACER, 95630
491,SAIL DRUG ,License Type: Pharmacy (Community),HEMET, RIVERSIDE, 92543
492,SALINAS PHARMACY ,License Type: Pharmacy (Community),BLYTHE, RIVERSIDE, 92225
493,SAM'S CLUB PHARMACY 6620 ,License Type: Pharmacy (Community),FOLSOM, SACRAMENTO, 95630
494,SAM'S CLUB PHARMACY NO 10-6378 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92507
495,SAM'S PHARMACY #10-4822 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
496,SAM'S PHARMACY #10-6609 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92211
497,SAM'S PHARMACY #10-6621 ,License Type: Pharmacy (Community),ROSEVILLE, PLACER, 95678
498,SAM'S PHARMACY 10-6622 ,License Type: Pharmacy (Community),SACRAMENTO, SACRAMENTO, 95828
499,SAM'S PHARMACY NO 10-4709 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
500,SAM'S PHARMACY NO 10-4799 ,License Type: Pharmacy (Community),CITRUS HEIGHTS, SACRAMENTO, 95621
501,SAN JACINTO PHARMACY ,License Type: Pharmacy (Community),SAN JACINTO, RIVERSIDE, 92583
502,SAV-ON PHARMACY #1569 ,License Type: Pharmacy (Community),PALM SPRINGS, RIVERSIDE, 92262
503,SAV-ON PHARMACY #1641 ,License Type: Pharmacy (Community),EASTVALE, RIVERSIDE, 92880
504,SAV-ON PHARMACY #2514 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92508
505,SAV-ON PHARMACY #2572 ,License Type: Pharmacy (Community),RIVERSIDE, RIVERSIDE, 92503
506,SAV-ON PHARMACY #2586 ,License Type: Pharmacy (Community),RANCHO MIRAGE, RIVERSIDE, 92270
507,SAV-ON PHARMACY #2743 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92562
508,SAV-ON PHARMACY #2796 ,License Type: Pharmacy (Community),CORONA, RIVERSIDE, 92881
509,SAV-ON PHARMACY #3559 ,License Type: Pharmacy (Community),PALM DESERT, RIVERSIDE, 92260
510,SAV-ON PHARMACY #4706 ,License Type: Pharmacy (Community),TEMECULA, RIVERSIDE, 92591
511,SAV-ON PHARMACY #609 ,License Type: Pharmacy (Community),MURRIETA, RIVERSIDE, 92563
