,name,license_type,county,city,zip
269,HARBOR PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
270,HARBOR PHARMACY 3 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
271,HAU GIANG PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
272,HEALING PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
273,HEALTH FIRST PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
274,HEALTH TREE PHARMACY ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
275,HEALTHCARE PHARMACY ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
276,HEALTHY LIVING PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92887
277,HEMOPHILIAC SUPPORT SYSTEMS ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
278,HILL PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
279,HOAG INFUSION CENTER PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
280,HOME CARE-RX INC ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
281,HONG'S PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
282,HOSPICARE PHARMACY AND HOME INFUSION OF IRVINE INC ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
283,HV PHARMACY ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
284,INFUSION SOLUTIONS PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
285,"INLAND MEDICAL CONSULTANTS, LLC_DBA ADVANCED THERAPEUTICS ",License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
286,IRVINE MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
287,IRVINE PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
288,K & T PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
289,KAISER PERMANENTE NO 371 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
290,KAISER PERMANENTE PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92887
291,KAISER PERMANENTE PHARMACY  357 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
292,KAISER PERMANENTE PHARMACY #352 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
293,KAISER PERMANENTE PHARMACY #355 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
294,KAISER PERMANENTE PHARMACY #361 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
295,KAISER PERMANENTE PHARMACY #363 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
296,KAISER PERMANENTE PHARMACY #363C ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
297,KAISER PERMANENTE PHARMACY #369 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
298,KAISER PERMANENTE PHARMACY #374C ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
299,KAISER PERMANENTE PHARMACY #376 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
300,KAISER PERMANENTE PHARMACY #379 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
301,KAISER PERMANENTE PHARMACY #384 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
302,KAISER PERMANENTE PHARMACY 356 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
303,KAISER PERMANENTE PHARMACY 364 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
304,KAISER PERMANENTE PHARMACY 366 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
305,KAISER PERMANENTE PHARMACY 383 ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
306,KAISER PERMANENTE PHARMACY 390 ,License Type: Pharmacy (Community),ALISO VIEJO, ORANGE, 92656
307,KAISER PERMANENTE PHARMACY NO 391 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
308,KAISER PERMANENTE PHARMACY NO 394 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
309,KAISER PERMANENTE PHRMCY #374 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
310,KAJU PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
311,KATRINA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
312,KECK HOSPITAL OF USC - HUNTINGTON BEACH TREATMENT CENTER ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
313,KECK HOSPITAL OF USC ORANGE COUNTY PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
314,KIM AN PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
315,KIM PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
316,KIM PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
317,KING'S PHARMACY AND COMPOUNDING CENTER ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
318,KING'S PHARMACY AND COMPOUNDING CENTER ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
319,KINGS PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
320,KROGER SPECIALTY PHARMACY CA ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
321,KROGER SPECIALTY PHARMACY INC DBA KROGER SPECIALTY PHARMACY CA 3 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
322,LA PALMA TOWERS PHARMACY ,License Type: Pharmacy (Community),LA PALMA, ORANGE, 90623
323,LAGUNA BEACH PHARMACY ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
324,LAGUNA DRUG ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
325,LAGUNA HILLS PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
326,LAM PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
327,LANVY PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
328,LAURA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
329,LC SCRIPTS ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
330,LCD PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92866
331,LEISURE WORLD PHARMACY ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
332,LIFE CARE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
333,LIFETIME VALUE PHARMACY III INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92706
334,LINDA VISTA PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
335,LINH'S PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
336,LINH'S PHARMACY #2 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
337,LOS ALAMITOS PHARMACY ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
338,LOS COYOTES DRUG ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
339,LST GARDEN PHARMACY INC ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
340,MAICO PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
341,MAILAN HERITAGE PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
342,MANNA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
343,MARBELLA PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
344,MARIA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
345,MARINER'S PHARMACY ,License Type: Pharmacy (Community),Probation Terminated/Completed, ORANGE, 92663
346,MAXINE PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
347,MAY PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
348,MCGUFF COMPOUNDING PHY SERVICES INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
349,MED CENTER PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92604
350,MED CHOICE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
351,MED-PROS PHARMACY & MEDICAL SUPPLIES ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
352,MED-ZONE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
353,MEDCARE FAMILY PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92707
354,MEDCARE FAMILY PHARMACY II ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
355,MEDCARE LTC PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
356,MEDCARE PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
357,MEDI-EX PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
358,MEDICAL ARTS REXALL PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
359,MEDICAL TOWERS PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
360,MEDICINE SHOPPE ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
361,MEDISOURCE RX ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
362,MEDLIFE PHARMACY & COMPOUNDING ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
363,MEDSPECIALTIES COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
364,MERCY MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
365,MERUS HEALTH ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
366,MESA VERDE PHARMACY ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
367,MINH PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
368,MISSION MEDICAL PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
369,MISSION PLAZA PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
370,MODERN DRUG ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
371,MTM PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
372,MTM PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
373,MTM PHARMACY BOLSA MEDICAL ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
374,MTM PHARMACY FAIRVIEW ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
375,MTM PHARMACY V ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
376,NATICO PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
377,NEW DAY PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
378,NEW VISTA PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
379,NEWPORT CARE CENTER PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
380,NEWPORT CENTER PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
381,NEWPORT COAST PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
382,NEWPORT LIDO PHARMACY ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92663
383,NGOC MAI PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
384,NHAN HOA PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
385,NIMBLE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
386,OC PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
387,OC PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
388,OC PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
389,OC WELLNESS AND SPECIALTY PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
390,ONE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
391,OPTIMAL WELLNESS PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
392,OPTUMRX ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
393,OPTUMRX ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
394,ORANGE COAST MEMORIAL OUTPATIENT PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
395,ORANGE COUNTY COMPOUNDING PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
396,ORANGE COUNTY JAIL PHARMACY ,License Type: Correctional Pharmacy,SANTA ANA, ORANGE, 92703
397,ORANGE EXPRESS PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
398,ORANGE PLAZA PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
399,OSO HOME CARE PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
400,OSO MEDICAL PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
401,PACIFIC COAST PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
402,PACIFIC SIDE PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
403,PARAGON COMPOUNDING PHARMACY INC ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
404,PARK COMPOUNDING INC ,License Type: Pharmacy (Community),Accusation filed, ORANGE, 92618
405,PARS PHARMACY ,License Type: Pharmacy (Community),Probation, ORANGE, 92604
406,PAVILIONS  PHARMACY #1911 ,License Type: Pharmacy (Community),NEWPORT COAST, ORANGE, 92657
407,PAVILIONS  PHARMACY #2089 ,License Type: Pharmacy (Community),LAGUNA BEACH, ORANGE, 92651
408,PAVILIONS  PHARMACY #2210 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
409,PAVILIONS  PHARMACY #2216 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92808
410,PAVILIONS  PHARMACY #2217 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
411,PAVILIONS PHARMACY #2412 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92602
412,PAVILIONS PHARMACY #2508 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
413,PHARMACY ALTERNATIVES CALIFORNIA LLC ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
414,PHARMACY FOR LIVING WELL ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92802
415,PHARMACY OF OC ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92647
416,PHARMACY PLUS ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
417,PHARMEDQUEST PHARMACY ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
418,PHARMEDQUEST PHARMACY SERVICES ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
419,PHARMERICA ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
420,PIONEER PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
421,PL RX PHARMACY INC DBA: PREMIER LIFE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
422,PLACENTIA LINDA PHARMACY INC ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
423,PMQ 125 PHARMACY ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
424,PREFERRED EXCELLENT CARE ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
425,PREFERRED PHARMACY INC ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
426,PRESTIGE MEDICAL PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
427,PRIME PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92868
428,PROCARE PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92844
429,Q PHARMACY ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
430,QLT CARE PHARMACY ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
431,QUALITY CARE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
432,QUALITY DRUG CLINICAL CARE ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92618
433,QUINNS APOTHECARY PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
434,RALPHS PHARMACY 70300033 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
435,RALPHS PHARMACY 70300072 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92832
436,RALPHS PHARMACY 70300099 ,License Type: Pharmacy (Community),FOOTHILL RANCH, ORANGE, 92610
437,RALPHS PHARMACY 70300223 ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
438,RALPHS PHARMACY 70300287 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
439,RALPHS PHARMACY 70300288 ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
440,RALPHS PHARMACY 70300299 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
441,RALPHS PHARMACY 70300604 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
442,RALPHS PHARMACY 70300650 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
443,RALPHS PHARMACY 70300756 ,License Type: Pharmacy (Community),PLACENTIA, ORANGE, 92870
444,RAMSAY REXALL DRUGS ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
445,RAZI PHARMACY ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92691
446,RE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92801
447,RE COMMUNITY PHARMACY ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
448,RED CHIP OF NEVADA ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
449,RITE AID  5766 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92612
450,RITE AID #6472 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
451,RITE AID 5499 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
452,RITE AID 5500 ,License Type: Pharmacy (Community),CYPRESS, ORANGE, 90630
453,RITE AID 5501 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
454,RITE AID 5732 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
455,RITE AID 5733 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
456,RITE AID 5735 ,License Type: Pharmacy (Community),DANA POINT, ORANGE, 92629
457,RITE AID 5739 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92840
458,RITE AID 5741 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
459,RITE AID 5742 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92845
460,RITE AID 5743 ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92845
461,RITE AID 5745 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
462,RITE AID 5746 ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
463,RITE AID 5747 ,License Type: Pharmacy (Community),NEWPORT BEACH, ORANGE, 92660
464,RITE AID 5748 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
465,RITE AID 5749 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92672
466,RITE AID 5750 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
467,RITE AID 5751 ,License Type: Pharmacy (Community),SAN JUAN CAPISTRANO, ORANGE, 92675
468,RITE AID 5753 ,License Type: Pharmacy (Community),LAGUNA NIGUEL, ORANGE, 92677
469,RITE AID 5754 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92782
470,RITE AID 5755 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
471,RITE AID 5756 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
472,RITE AID 5757 ,License Type: Pharmacy (Community),YORBA LINDA, ORANGE, 92886
473,RITE AID 5758 ,License Type: Pharmacy (Community),RANCHO SANTA MARGARITA, ORANGE, 92688
474,RITE AID 5760 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
475,RITE AID 5761 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
476,RITE AID 5762 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
477,RITE AID 5763 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
478,RITE AID 5765 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92606
479,RITE AID 5768 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
480,RITE AID 5770 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92807
481,RITE AID 6207 ,License Type: Pharmacy (Community),CORONA DEL MAR, ORANGE, 92625
482,RITE AID NO 5515 ,License Type: Pharmacy (Community),SEAL BEACH, ORANGE, 90740
483,RITE AID NO 5734 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
484,RITE AID NO 5736 ,License Type: Pharmacy (Community),LAGUNA WOODS, ORANGE, 92637
485,RITE AID NO 5759 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
486,RITE AID NO 6213 ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92626
487,RITE AID NO 6441 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
488,RITE PRICE PHARMACY ,License Type: Pharmacy (Community),LAKE FOREST, ORANGE, 92630
489,RIVER'S EDGE SPECIALTY PHARMACY ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90621
490,RIVER'S EDGE SPECIALTY PHARMACY ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92614
491,ROSE PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92707
492,ROSS PHARMACY ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
493,ROYAL PHARMACY ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92646
494,RX PLUS PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92805
495,RX SOLUTION PHARMACY ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
496,SADDLEBACK MEDICAL ARTS PHARMACY INC ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
497,SADDLEBACK MEDICAL CENTER PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
498,SADDLEBACK VALLEY PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
499,SAFETY FIRST PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92703
500,SAIGON PHARMACY ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92843
501,SAM'S CLUB PHARMACY NO 10-4735 ,License Type: Pharmacy (Community),LA HABRA, ORANGE, 90631
502,SAM'S PHARMACY #10-6615 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
503,SAMS CLUB PHARMACY #10-6616 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92831
504,SANTA ANA PHARMACY HEALTH CENTER ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
505,SANTA ANA TUSTIN PROF CLN PHCY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
506,SANTA MARIA PHARMACY ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92804
507,SAV-ON PHARMACY #110 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
508,SAV-ON PHARMACY #1105 ,License Type: Pharmacy (Community),BUENA PARK, ORANGE, 90620
509,SAV-ON PHARMACY #1165 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92833
510,SAV-ON PHARMACY #1585 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
511,SAV-ON PHARMACY #170 ,License Type: Pharmacy (Community),FOUNTAIN VALLEY, ORANGE, 92708
512,SAV-ON PHARMACY #194 ,License Type: Pharmacy (Community),ANAHEIM, ORANGE, 92806
513,SAV-ON PHARMACY #2141 ,License Type: Pharmacy (Community),BREA, ORANGE, 92821
514,SAV-ON PHARMACY #2509 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
515,SAV-ON PHARMACY #2549 ,License Type: Pharmacy (Community),MISSION VIEJO, ORANGE, 92692
516,SAV-ON PHARMACY #2551 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92869
517,SAV-ON PHARMACY #2558 ,License Type: Pharmacy (Community),DANA POINT, ORANGE, 92629
518,SAV-ON PHARMACY #2591 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92620
519,SAV-ON PHARMACY #3534 ,License Type: Pharmacy (Community),ORANGE, ORANGE, 92867
520,SAV-ON PHARMACY #3574 ,License Type: Pharmacy (Community),TUSTIN, ORANGE, 92780
521,SAV-ON PHARMACY #4145 ,License Type: Pharmacy (Community),WESTMINSTER, ORANGE, 92683
522,SAV-ON PHARMACY #4563 ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
523,SAV-ON PHARMACY #552 ,License Type: Pharmacy (Community),LADERA RANCH, ORANGE, 92694
524,SAV-ON PHARMACY #597 ,License Type: Pharmacy (Community),IRVINE, ORANGE, 92612
525,SAV-ON PHARMACY #598 ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92705
526,SAV-ON PHARMACY #724 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92648
527,SAV-ON PHARMACY #802 ,License Type: Pharmacy (Community),HUNTINGTON BEACH, ORANGE, 92649
528,SAV-ON PHARMACY #819 ,License Type: Pharmacy (Community),FULLERTON, ORANGE, 92831
529,SEA VIEW PHARMACY ,License Type: Pharmacy (Community),SAN CLEMENTE, ORANGE, 92673
530,SEENA PHARMACY ,License Type: Pharmacy (Community),LAGUNA HILLS, ORANGE, 92653
531,SENIOR CARE PHARMACY SERVICES INC ,License Type: Pharmacy (Community),GARDEN GROVE, ORANGE, 92841
532,SHARE OUR SELVES COMMUNITY HEALTH CENTER ,License Type: Pharmacy (Community),COSTA MESA, ORANGE, 92627
533,SO-LOW DRUGS ,License Type: Pharmacy (Community),LOS ALAMITOS, ORANGE, 90720
534,SOUTH COAST PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92704
535,SOUTH GATE ROSE PHARMACY INC ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
536,SOUTH MAIN ALOHA PHARMACY ,License Type: Pharmacy (Community),SANTA ANA, ORANGE, 92701
